loc_rowid,pl_name,discoverymethod,disc_year,disc_facility,pl_orbper,pl_bmasse
13591,Kepler-224 d,Transit,2014,Kepler,11.34933733,
13592,Kepler-224 d,Transit,2014,Kepler,11.34933733,
13593,Kepler-224 d,Transit,2014,Kepler,11.349393,
13594,Kepler-224 d,Transit,2014,Kepler,11.34935054,
13595,Kepler-224 d,Transit,2014,Kepler,11.349294,
13596,Kepler-224 d,Transit,2014,Kepler,,
13597,Kepler-224 d,Transit,2014,Kepler,11.34933733,
13598,Kepler-224 e,Transit,2014,Kepler,18.64349986,
13599,Kepler-224 e,Transit,2014,Kepler,18.643516,
13600,Kepler-224 e,Transit,2014,Kepler,18.643516,
13601,Kepler-224 e,Transit,2014,Kepler,18.643577,
13602,Kepler-224 e,Transit,2014,Kepler,18.64385,
13603,Kepler-224 e,Transit,2014,Kepler,18.64366082,
13604,Kepler-224 e,Transit,2014,Kepler,18.64353935,
13605,Kepler-224 e,Transit,2014,Kepler,,
13606,Kepler-224 e,Transit,2014,Kepler,18.643516,
13607,Kepler-224 e,Transit,2014,Kepler,18.643516,
13608,Kepler-225 b,Transit,2014,Kepler,,
13609,Kepler-225 b,Transit,2014,Kepler,6.73897911,
13610,Kepler-225 b,Transit,2014,Kepler,6.739001,
13611,Kepler-225 b,Transit,2014,Kepler,6.73893995,
13612,Kepler-225 b,Transit,2014,Kepler,6.73893995,
13613,Kepler-225 b,Transit,2014,Kepler,6.73893995,
13614,Kepler-225 b,Transit,2014,Kepler,,
13615,Kepler-225 b,Transit,2014,Kepler,6.73880005,
13616,Kepler-225 b,Transit,2014,Kepler,6.738975,
13617,Kepler-225 b,Transit,2014,Kepler,6.73893544,
13618,Kepler-225 b,Transit,2014,Kepler,6.73893995,
13619,Kepler-225 b,Transit,2014,Kepler,6.73899074,
13620,Kepler-225 c,Transit,2014,Kepler,18.79523087,
13621,Kepler-225 c,Transit,2014,Kepler,,
13622,Kepler-225 c,Transit,2014,Kepler,18.79419535,
13623,Kepler-225 c,Transit,2014,Kepler,18.79419535,
13624,Kepler-225 c,Transit,2014,Kepler,18.79417509,
13625,Kepler-225 c,Transit,2014,Kepler,18.79414073,
13626,Kepler-225 c,Transit,2014,Kepler,18.7942098,
13627,Kepler-225 c,Transit,2014,Kepler,18.79419535,
13628,Kepler-225 c,Transit,2014,Kepler,18.79419535,
13629,Kepler-225 c,Transit,2014,Kepler,18.79398,
13630,Kepler-225 c,Transit,2014,Kepler,,
13631,Kepler-225 c,Transit,2014,Kepler,18.794234,
13632,Kepler-225 c,Transit,2014,Kepler,18.79418506,
13633,Kepler-226 b,Transit,2014,Kepler,3.94104632,
13634,Kepler-226 b,Transit,2014,Kepler,3.94104632,
13635,Kepler-226 b,Transit,2014,Kepler,3.94102254,
13636,Kepler-226 b,Transit,2014,Kepler,,
13637,Kepler-226 b,Transit,2014,Kepler,3.941046,
13638,Kepler-226 b,Transit,2014,Kepler,3.940997,
13639,Kepler-226 b,Transit,2014,Kepler,3.94105221,
13640,Kepler-226 b,Transit,2014,Kepler,3.94104632,
13641,Kepler-226 b,Transit,2014,Kepler,3.94104632,
13642,Kepler-226 b,Transit,2014,Kepler,3.941,24
13643,Kepler-226 c,Transit,2014,Kepler,,
13644,Kepler-226 c,Transit,2014,Kepler,5.349555,
13645,Kepler-226 c,Transit,2014,Kepler,5.34955671,
13646,Kepler-226 c,Transit,2014,Kepler,5.34955382,
13647,Kepler-226 c,Transit,2014,Kepler,5.34956788,
13648,Kepler-226 c,Transit,2014,Kepler,5.34954331,
13649,Kepler-226 c,Transit,2014,Kepler,5.349569,
13650,Kepler-226 c,Transit,2014,Kepler,5.35,45.2
13651,Kepler-226 c,Transit,2014,Kepler,5.34955671,
13652,Kepler-226 c,Transit,2014,Kepler,5.34955671,
13653,Kepler-226 c,Transit,2014,Kepler,5.34955671,
13654,Kepler-226 d,Transit,2014,Kepler,8.10904671,
13655,Kepler-226 d,Transit,2014,Kepler,,
13656,Kepler-226 d,Transit,2014,Kepler,8.109068,
13657,Kepler-226 d,Transit,2014,Kepler,8.109044,
13658,Kepler-226 d,Transit,2014,Kepler,8.10904807,
13659,Kepler-226 d,Transit,2014,Kepler,8.10904671,
13660,Kepler-226 d,Transit,2014,Kepler,8.10938,
13661,Kepler-226 d,Transit,2014,Kepler,8.10904671,
13662,Kepler-226 d,Transit,2014,Kepler,8.10904671,
13663,Kepler-227 b,Transit,2014,Kepler,9.48803146,
13664,Kepler-227 b,Transit,2014,Kepler,9.488102,
13665,Kepler-227 b,Transit,2014,Kepler,9.488015,
13666,Kepler-227 b,Transit,2014,Kepler,9.48803146,
13667,Kepler-227 b,Transit,2014,Kepler,9.48804311,
13668,Kepler-227 b,Transit,2014,Kepler,9.48803155,
13669,Kepler-227 b,Transit,2014,Kepler,,
13670,Kepler-227 b,Transit,2014,Kepler,9.48803146,
13671,Kepler-227 b,Transit,2014,Kepler,9.48803146,
13672,Kepler-227 b,Transit,2014,Kepler,9.48803557,
13673,Kepler-227 c,Transit,2014,Kepler,54.41831246,
13674,Kepler-227 c,Transit,2014,Kepler,,
13675,Kepler-227 c,Transit,2014,Kepler,54.4183827,
13676,Kepler-227 c,Transit,2014,Kepler,54.418464,
13677,Kepler-227 c,Transit,2014,Kepler,54.418464,
13678,Kepler-227 c,Transit,2014,Kepler,54.418694,
13679,Kepler-227 c,Transit,2014,Kepler,54.418464,
13680,Kepler-227 c,Transit,2014,Kepler,54.418464,
13681,Kepler-227 c,Transit,2014,Kepler,54.41845036,
13682,Kepler-227 c,Transit,2014,Kepler,54.41759,
13683,Kepler-228 b,Transit,2014,Kepler,,
13684,Kepler-228 b,Transit,2014,Kepler,2.56658411,
13685,Kepler-228 b,Transit,2014,Kepler,2.56658897,
13686,Kepler-228 b,Transit,2014,Kepler,2.566546,
13687,Kepler-228 b,Transit,2014,Kepler,2.56659092,
13688,Kepler-228 b,Transit,2014,Kepler,2.56659092,
13689,Kepler-228 b,Transit,2014,Kepler,2.566575,
13690,Kepler-228 b,Transit,2014,Kepler,2.56659092,
13691,Kepler-228 b,Transit,2014,Kepler,2.56659092,
13692,Kepler-228 c,Transit,2014,Kepler,4.13442899,
13693,Kepler-228 c,Transit,2014,Kepler,4.13447859,
13694,Kepler-228 c,Transit,2014,Kepler,4.134403,
13695,Kepler-228 c,Transit,2014,Kepler,,
13696,Kepler-228 c,Transit,2014,Kepler,4.13443005,
13697,Kepler-228 c,Transit,2014,Kepler,4.13443512,
13698,Kepler-228 c,Transit,2014,Kepler,4.13443005,
13699,Kepler-228 c,Transit,2014,Kepler,4.13443005,
13700,Kepler-228 c,Transit,2014,Kepler,4.13443005,
13701,Kepler-228 c,Transit,2014,Kepler,4.134444,
13702,Kepler-228 d,Transit,2014,Kepler,11.094329,
13703,Kepler-228 d,Transit,2014,Kepler,11.09431923,
13704,Kepler-228 d,Transit,2014,Kepler,11.094286,
13705,Kepler-228 d,Transit,2014,Kepler,11.09431923,
13706,Kepler-228 d,Transit,2014,Kepler,11.09433661,
13707,Kepler-228 d,Transit,2014,Kepler,11.09431923,
13708,Kepler-228 d,Transit,2014,Kepler,11.09431923,
13709,Kepler-228 d,Transit,2014,Kepler,,
13710,Kepler-228 d,Transit,2014,Kepler,11.09435443,
13711,Kepler-228 d,Transit,2014,Kepler,11.09432054,
13712,Kepler-229 b,Transit,2014,Kepler,6.252972,
13713,Kepler-229 b,Transit,2014,Kepler,6.25298062,
13714,Kepler-229 b,Transit,2014,Kepler,6.25301549,
13715,Kepler-229 b,Transit,2014,Kepler,6.2529649,
13716,Kepler-229 b,Transit,2014,Kepler,6.2529649,
13717,Kepler-229 b,Transit,2014,Kepler,6.25296225,
13718,Kepler-229 b,Transit,2014,Kepler,6.252948,
13719,Kepler-229 b,Transit,2014,Kepler,6.2529649,
13720,Kepler-229 b,Transit,2014,Kepler,,
13721,Kepler-229 b,Transit,2014,Kepler,6.2529649,
13722,Kepler-229 c,Transit,2014,Kepler,16.06862959,
13723,Kepler-229 c,Transit,2014,Kepler,16.068638,
13724,Kepler-229 c,Transit,2014,Kepler,16.068618,
13725,Kepler-229 c,Transit,2014,Kepler,16.06862959,
13726,Kepler-229 c,Transit,2014,Kepler,16.06864674,
13727,Kepler-229 c,Transit,2014,Kepler,,
13728,Kepler-229 c,Transit,2014,Kepler,16.06863063,
13729,Kepler-229 c,Transit,2014,Kepler,16.06862959,
13730,Kepler-229 c,Transit,2014,Kepler,16.06862959,
13731,Kepler-229 c,Transit,2014,Kepler,16.06865239,
13732,Kepler-229 d,Transit,2014,Kepler,41.194912,
13733,Kepler-229 d,Transit,2014,Kepler,41.19727955,
13734,Kepler-229 d,Transit,2014,Kepler,,
13735,Kepler-229 d,Transit,2014,Kepler,41.1970874,
13736,Kepler-229 d,Transit,2014,Kepler,41.1970874,
13737,Kepler-229 d,Transit,2014,Kepler,41.1970874,
13738,Kepler-229 d,Transit,2014,Kepler,41.19725502,
13739,Kepler-229 d,Transit,2014,Kepler,41.19274,
13740,Kepler-229 d,Transit,2014,Kepler,41.1970874,
13741,Kepler-23 b,Transit,2011,Kepler,7.10697755,
13742,Kepler-23 b,Transit,2011,Kepler,7.1069,
13743,Kepler-23 b,Transit,2011,Kepler,7.107,15.2
13744,Kepler-23 b,Transit,2011,Kepler,7.10694385,
13745,Kepler-23 b,Transit,2011,Kepler,7.10694385,
13746,Kepler-23 b,Transit,2011,Kepler,7.10694385,
13747,Kepler-23 b,Transit,2011,Kepler,7.106995,
13748,Kepler-23 b,Transit,2011,Kepler,7.1073,254.3
13749,Kepler-23 b,Transit,2011,Kepler,7.10695741,
13750,Kepler-23 b,Transit,2011,Kepler,7.10694385,
13751,Kepler-23 b,Transit,2011,Kepler,7.10709728,
13752,Kepler-23 b,Transit,2011,Kepler,,
13753,Kepler-23 c,Transit,2011,Kepler,10.74242766,
13754,Kepler-23 c,Transit,2011,Kepler,10.74242766,
13755,Kepler-23 c,Transit,2011,Kepler,10.74241765,
13756,Kepler-23 c,Transit,2011,Kepler,10.74242766,
13757,Kepler-23 c,Transit,2011,Kepler,10.742,60.2
13758,Kepler-23 c,Transit,2011,Kepler,10.742447,
13759,Kepler-23 c,Transit,2011,Kepler,10.7421,858.1
13760,Kepler-23 c,Transit,2011,Kepler,10.74242766,
13761,Kepler-23 c,Transit,2011,Kepler,,
13762,Kepler-23 c,Transit,2011,Kepler,10.742434,
13763,Kepler-23 c,Transit,2011,Kepler,10.74244253,
13764,Kepler-23 d,Transit,2014,Kepler,15.27438229,
13765,Kepler-23 d,Transit,2014,Kepler,15.27438229,
13766,Kepler-23 d,Transit,2014,Kepler,15.27443889,
13767,Kepler-23 d,Transit,2014,Kepler,,
13768,Kepler-23 d,Transit,2014,Kepler,15.27438229,
13769,Kepler-23 d,Transit,2014,Kepler,15.274299,
13770,Kepler-23 d,Transit,2014,Kepler,15.27438229,
13771,Kepler-23 d,Transit,2014,Kepler,15.27448,
13772,Kepler-23 d,Transit,2014,Kepler,15.27458613,
13773,Kepler-23 d,Transit,2014,Kepler,15.27429,
13774,Kepler-23 d,Transit,2014,Kepler,15.27445486,
13775,Kepler-23 d,Transit,2014,Kepler,15.274,17.6
13776,Kepler-230 b,Transit,2014,Kepler,32.62876672,
13777,Kepler-230 b,Transit,2014,Kepler,32.62882975,
13778,Kepler-230 b,Transit,2014,Kepler,32.625555,
13779,Kepler-230 b,Transit,2014,Kepler,32.62882975,
13780,Kepler-230 b,Transit,2014,Kepler,,
13781,Kepler-230 b,Transit,2014,Kepler,32.62885195,
13782,Kepler-230 b,Transit,2014,Kepler,32.62501,
13783,Kepler-230 b,Transit,2014,Kepler,32.62882975,
13784,Kepler-230 b,Transit,2014,Kepler,32.62882975,
13785,Kepler-230 c,Transit,2014,Kepler,91.7743,
13786,Kepler-230 c,Transit,2014,Kepler,,
13787,Kepler-230 c,Transit,2014,Kepler,91.77221,
13788,Kepler-230 c,Transit,2014,Kepler,91.77221,
13789,Kepler-230 c,Transit,2014,Kepler,91.773242,
13790,Kepler-230 c,Transit,2014,Kepler,91.77221,
13791,Kepler-230 c,Transit,2014,Kepler,91.7732862,
13792,Kepler-230 c,Transit,2014,Kepler,91.78721127,
13793,Kepler-230 c,Transit,2014,Kepler,91.77716205,
13794,Kepler-230 c,Transit,2014,Kepler,91.77221,
13795,Kepler-231 b,Transit,2014,Kepler,10.06525843,
13796,Kepler-231 b,Transit,2014,Kepler,10.06525147,
13797,Kepler-231 b,Transit,2014,Kepler,10.06523212,
13798,Kepler-231 b,Transit,2014,Kepler,10.0652458,
13799,Kepler-231 b,Transit,2014,Kepler,10.065275,
13800,Kepler-231 b,Transit,2014,Kepler,,
13801,Kepler-231 b,Transit,2014,Kepler,10.06524317,
13802,Kepler-231 b,Transit,2014,Kepler,10.065186,
13803,Kepler-231 b,Transit,2014,Kepler,10.06525843,
13804,Kepler-231 b,Transit,2014,Kepler,10.06525843,
13805,Kepler-231 b,Transit,2014,Kepler,10.06525843,
13806,Kepler-231 b,Transit,2014,Kepler,,
13807,Kepler-231 b,Transit,2014,Kepler,10.065,35.4
13808,Kepler-231 c,Transit,2014,Kepler,19.27153424,
13809,Kepler-231 c,Transit,2014,Kepler,19.27147,
13810,Kepler-231 c,Transit,2014,Kepler,19.2715468,
13811,Kepler-231 c,Transit,2014,Kepler,19.26930046,
13812,Kepler-231 c,Transit,2014,Kepler,19.27103179,
13813,Kepler-231 c,Transit,2014,Kepler,19.271566,
13814,Kepler-231 c,Transit,2014,Kepler,19.2715468,
13815,Kepler-231 c,Transit,2014,Kepler,19.27153892,
13816,Kepler-231 c,Transit,2014,Kepler,,
13817,Kepler-231 c,Transit,2014,Kepler,19.271,24.1
13818,Kepler-231 c,Transit,2014,Kepler,,
13819,Kepler-231 c,Transit,2014,Kepler,19.2715468,
13820,Kepler-231 c,Transit,2014,Kepler,19.2715468,
13821,Kepler-232 b,Transit,2014,Kepler,4.43124259,
13822,Kepler-232 b,Transit,2014,Kepler,4.43124259,
13823,Kepler-232 b,Transit,2014,Kepler,,
13824,Kepler-232 b,Transit,2014,Kepler,4.43124259,
13825,Kepler-232 b,Transit,2014,Kepler,4.431185,
13826,Kepler-232 b,Transit,2014,Kepler,4.43123554,
13827,Kepler-232 b,Transit,2014,Kepler,4.431222,
13828,Kepler-232 b,Transit,2014,Kepler,4.43122771,
13829,Kepler-232 b,Transit,2014,Kepler,4.43123849,
13830,Kepler-232 b,Transit,2014,Kepler,4.43124259,
13831,Kepler-232 c,Transit,2014,Kepler,11.37936986,
13832,Kepler-232 c,Transit,2014,Kepler,11.37938071,
13833,Kepler-232 c,Transit,2014,Kepler,,
13834,Kepler-232 c,Transit,2014,Kepler,11.37938071,
13835,Kepler-232 c,Transit,2014,Kepler,11.379349,
13836,Kepler-232 c,Transit,2014,Kepler,11.37938071,
13837,Kepler-232 c,Transit,2014,Kepler,11.3793779,
13838,Kepler-232 c,Transit,2014,Kepler,11.37939106,
13839,Kepler-232 c,Transit,2014,Kepler,11.37938071,
13840,Kepler-232 c,Transit,2014,Kepler,11.379344,
13841,Kepler-233 b,Transit,2014,Kepler,8.472382,
13842,Kepler-233 b,Transit,2014,Kepler,8.47238854,
13843,Kepler-233 b,Transit,2014,Kepler,8.47237844,
13844,Kepler-233 b,Transit,2014,Kepler,8.47237844,
13845,Kepler-233 b,Transit,2014,Kepler,8.47238613,
13846,Kepler-233 b,Transit,2014,Kepler,8.47237844,
13847,Kepler-233 b,Transit,2014,Kepler,8.47237844,
13848,Kepler-233 b,Transit,2014,Kepler,8.47237911,
13849,Kepler-233 b,Transit,2014,Kepler,,
13850,Kepler-233 b,Transit,2014,Kepler,8.472396,
13851,Kepler-233 c,Transit,2014,Kepler,60.4189369,
13852,Kepler-233 c,Transit,2014,Kepler,60.41916,
13853,Kepler-233 c,Transit,2014,Kepler,60.4186137,
13854,Kepler-233 c,Transit,2014,Kepler,60.4186137,
13855,Kepler-233 c,Transit,2014,Kepler,60.4186137,
13856,Kepler-233 c,Transit,2014,Kepler,,
13857,Kepler-233 c,Transit,2014,Kepler,60.41898964,
13858,Kepler-233 c,Transit,2014,Kepler,60.418955,
13859,Kepler-233 c,Transit,2014,Kepler,60.41896236,
13860,Kepler-233 c,Transit,2014,Kepler,60.4186137,
13861,Kepler-234 b,Transit,2014,Kepler,2.71150258,
13862,Kepler-234 b,Transit,2014,Kepler,2.71150258,
13863,Kepler-234 b,Transit,2014,Kepler,2.71150258,
13864,Kepler-234 b,Transit,2014,Kepler,2.711482,
13865,Kepler-234 b,Transit,2014,Kepler,2.7115377,
13866,Kepler-234 b,Transit,2014,Kepler,2.71149991,
13867,Kepler-234 b,Transit,2014,Kepler,,
13868,Kepler-234 b,Transit,2014,Kepler,2.71150258,
13869,Kepler-234 b,Transit,2014,Kepler,2.711506,
13870,Kepler-234 b,Transit,2014,Kepler,2.71150409,
13871,Kepler-234 c,Transit,2014,Kepler,7.21203748,
13872,Kepler-234 c,Transit,2014,Kepler,7.21204152,
13873,Kepler-234 c,Transit,2014,Kepler,7.21204844,
13874,Kepler-234 c,Transit,2014,Kepler,7.21196017,
13875,Kepler-234 c,Transit,2014,Kepler,7.212031,
13876,Kepler-234 c,Transit,2014,Kepler,7.21204152,
13877,Kepler-234 c,Transit,2014,Kepler,7.21205,
13878,Kepler-234 c,Transit,2014,Kepler,7.21204152,
13879,Kepler-234 c,Transit,2014,Kepler,7.21204152,
13880,Kepler-234 c,Transit,2014,Kepler,,
13881,Kepler-235 b,Transit,2014,Kepler,3.34021995,
13882,Kepler-235 b,Transit,2014,Kepler,3.34021995,
13883,Kepler-235 b,Transit,2014,Kepler,,
13884,Kepler-235 b,Transit,2014,Kepler,3.3402178,
13885,Kepler-235 b,Transit,2014,Kepler,3.34021995,
13886,Kepler-235 b,Transit,2014,Kepler,3.34021995,
13887,Kepler-235 b,Transit,2014,Kepler,3.340222,
13888,Kepler-235 b,Transit,2014,Kepler,3.34022152,
13889,Kepler-235 b,Transit,2014,Kepler,3.34021884,
13890,Kepler-235 b,Transit,2014,Kepler,,
13891,Kepler-235 b,Transit,2014,Kepler,3.34021921,
13892,Kepler-235 b,Transit,2014,Kepler,3.340219,
13893,Kepler-235 b,Transit,2014,Kepler,3.34024,
13894,Kepler-235 b,Transit,2014,Kepler,3.34022436,
13895,Kepler-235 c,Transit,2014,Kepler,7.82501206,
13896,Kepler-235 c,Transit,2014,Kepler,,
13897,Kepler-235 c,Transit,2014,Kepler,7.824904,
13898,Kepler-235 c,Transit,2014,Kepler,,
13899,Kepler-235 c,Transit,2014,Kepler,7.82501206,
13900,Kepler-235 c,Transit,2014,Kepler,7.825046,
13901,Kepler-235 c,Transit,2014,Kepler,7.82496,
13902,Kepler-235 c,Transit,2014,Kepler,7.82502168,
13903,Kepler-235 c,Transit,2014,Kepler,7.82527952,
13904,Kepler-235 c,Transit,2014,Kepler,7.82494897,
13905,Kepler-235 c,Transit,2014,Kepler,7.82501206,
13906,Kepler-235 c,Transit,2014,Kepler,7.82501206,
13907,Kepler-235 d,Transit,2014,Kepler,20.060548,
13908,Kepler-235 d,Transit,2014,Kepler,20.06055885,
13909,Kepler-235 d,Transit,2014,Kepler,20.06037454,
13910,Kepler-235 d,Transit,2014,Kepler,20.06037454,
13911,Kepler-235 d,Transit,2014,Kepler,,
13912,Kepler-235 d,Transit,2014,Kepler,20.06037454,
13913,Kepler-235 d,Transit,2014,Kepler,20.0599308,
13914,Kepler-235 d,Transit,2014,Kepler,20.06031851,
13915,Kepler-235 d,Transit,2014,Kepler,20.06039,
13916,Kepler-235 d,Transit,2014,Kepler,20.06037454,
13917,Kepler-235 d,Transit,2014,Kepler,20.06057,
13918,Kepler-235 d,Transit,2014,Kepler,20.06085968,
13919,Kepler-235 d,Transit,2014,Kepler,,
13920,Kepler-235 d,Transit,2014,Kepler,20.06036336,
13921,Kepler-235 e,Transit,2014,Kepler,46.18415,
13922,Kepler-235 e,Transit,2014,Kepler,,
13923,Kepler-235 e,Transit,2014,Kepler,46.18415,
13924,Kepler-235 e,Transit,2014,Kepler,46.18406,
13925,Kepler-235 e,Transit,2014,Kepler,46.18415,
13926,Kepler-235 e,Transit,2014,Kepler,46.18510056,
13927,Kepler-235 e,Transit,2014,Kepler,,
13928,Kepler-235 e,Transit,2014,Kepler,46.18415,
13929,Kepler-235 e,Transit,2014,Kepler,46.18428829,
13930,Kepler-235 e,Transit,2014,Kepler,46.18418752,
13931,Kepler-235 e,Transit,2014,Kepler,46.18468647,
13932,Kepler-235 e,Transit,2014,Kepler,46.183669,
13933,Kepler-235 e,Transit,2014,Kepler,46.1842039,
13934,Kepler-235 e,Transit,2014,Kepler,46.18288,
13935,Kepler-236 b,Transit,2014,Kepler,8.295611,
13936,Kepler-236 b,Transit,2014,Kepler,8.29559431,
13937,Kepler-236 b,Transit,2014,Kepler,8.29561738,
13938,Kepler-236 b,Transit,2014,Kepler,8.29559431,
13939,Kepler-236 b,Transit,2014,Kepler,8.29559431,
13940,Kepler-236 b,Transit,2014,Kepler,8.29559431,
13941,Kepler-236 b,Transit,2014,Kepler,8.29561,
13942,Kepler-236 b,Transit,2014,Kepler,8.296,
13943,Kepler-236 b,Transit,2014,Kepler,,
13944,Kepler-236 b,Transit,2014,Kepler,8.29562997,
13945,Kepler-236 b,Transit,2014,Kepler,,
13946,Kepler-236 c,Transit,2014,Kepler,23.968127,
13947,Kepler-236 c,Transit,2014,Kepler,23.9679932,
13948,Kepler-236 c,Transit,2014,Kepler,,
13949,Kepler-236 c,Transit,2014,Kepler,23.968,
13950,Kepler-236 c,Transit,2014,Kepler,23.96799518,
13951,Kepler-236 c,Transit,2014,Kepler,23.96812,
13952,Kepler-236 c,Transit,2014,Kepler,23.9679932,
13953,Kepler-236 c,Transit,2014,Kepler,23.9679932,
13954,Kepler-236 c,Transit,2014,Kepler,23.96793669,
13955,Kepler-236 c,Transit,2014,Kepler,23.9679932,
13956,Kepler-236 c,Transit,2014,Kepler,23.97159958,
13957,Kepler-236 c,Transit,2014,Kepler,,
13958,Kepler-236 c,Transit,2014,Kepler,23.96804824,
13959,Kepler-237 b,Transit,2014,Kepler,4.71510365,
13960,Kepler-237 b,Transit,2014,Kepler,4.71510365,
13961,Kepler-237 b,Transit,2014,Kepler,4.71510843,
13962,Kepler-237 b,Transit,2014,Kepler,4.71510365,
13963,Kepler-237 b,Transit,2014,Kepler,4.715106,
13964,Kepler-237 b,Transit,2014,Kepler,4.71504258,
13965,Kepler-237 b,Transit,2014,Kepler,4.71510365,
13966,Kepler-237 b,Transit,2014,Kepler,,
13967,Kepler-237 b,Transit,2014,Kepler,4.714974,
13968,Kepler-237 c,Transit,2014,Kepler,8.10361363,
13969,Kepler-237 c,Transit,2014,Kepler,,
13970,Kepler-237 c,Transit,2014,Kepler,8.103636,
13971,Kepler-237 c,Transit,2014,Kepler,8.10361363,
13972,Kepler-237 c,Transit,2014,Kepler,8.10361363,
13973,Kepler-237 c,Transit,2014,Kepler,8.10363271,
13974,Kepler-237 c,Transit,2014,Kepler,8.10361363,
13975,Kepler-237 c,Transit,2014,Kepler,8.103613,
13976,Kepler-237 c,Transit,2014,Kepler,8.10362295,
13977,Kepler-237 c,Transit,2014,Kepler,8.10364416,
13978,Kepler-238 b,Transit,2014,Kepler,,
13979,Kepler-238 b,Transit,2014,Kepler,2.09081565,
13980,Kepler-238 b,Transit,2014,Kepler,2.09081565,
13981,Kepler-238 b,Transit,2014,Kepler,2.09081565,
13982,Kepler-238 b,Transit,2014,Kepler,2.090879,
13983,Kepler-238 b,Transit,2014,Kepler,2.09081565,
13984,Kepler-238 b,Transit,2014,Kepler,2.09086366,
13985,Kepler-238 b,Transit,2014,Kepler,2.090876,
13986,Kepler-238 b,Transit,2014,Kepler,2.0908113,
13987,Kepler-238 c,Transit,2014,Kepler,6.15555756,
13988,Kepler-238 c,Transit,2014,Kepler,6.15555756,
13989,Kepler-238 c,Transit,2014,Kepler,6.15555756,
13990,Kepler-238 c,Transit,2014,Kepler,6.155541,
13991,Kepler-238 c,Transit,2014,Kepler,,
13992,Kepler-238 c,Transit,2014,Kepler,6.15574851,
13993,Kepler-238 c,Transit,2014,Kepler,6.155557,
13994,Kepler-238 c,Transit,2014,Kepler,6.15560285,
13995,Kepler-238 c,Transit,2014,Kepler,6.15555756,
13996,Kepler-238 c,Transit,2014,Kepler,6.15560377,
13997,Kepler-238 d,Transit,2014,Kepler,,
13998,Kepler-238 d,Transit,2014,Kepler,13.23352214,
13999,Kepler-238 d,Transit,2014,Kepler,13.233549,
14000,Kepler-238 d,Transit,2014,Kepler,13.23356008,
14001,Kepler-238 d,Transit,2014,Kepler,13.2358,
14002,Kepler-238 d,Transit,2014,Kepler,13.23417332,
14003,Kepler-238 d,Transit,2014,Kepler,13.23333754,
14004,Kepler-238 d,Transit,2014,Kepler,13.23356008,
14005,Kepler-238 d,Transit,2014,Kepler,13.23356008,
14006,Kepler-238 d,Transit,2014,Kepler,13.23356008,
14007,Kepler-238 e,Transit,2013,Kepler,23.65367567,
14008,Kepler-238 e,Transit,2013,Kepler,23.65368621,
14009,Kepler-238 e,Transit,2013,Kepler,23.6537013,
14010,Kepler-238 e,Transit,2013,Kepler,23.653593,
14011,Kepler-238 e,Transit,2013,Kepler,23.65369415,
14012,Kepler-238 e,Transit,2013,Kepler,,
14013,Kepler-238 e,Transit,2013,Kepler,23.65368621,
14014,Kepler-238 e,Transit,2013,Kepler,23.65368621,
14015,Kepler-238 e,Transit,2013,Kepler,23.65368621,
14016,Kepler-238 e,Transit,2013,Kepler,23.654,169.7
14017,Kepler-238 f,Transit,2013,Kepler,50.447,13.5
14018,Kepler-238 f,Transit,2013,Kepler,50.4473156,
14019,Kepler-238 f,Transit,2013,Kepler,50.4473156,
14020,Kepler-238 f,Transit,2013,Kepler,50.4473156,
14021,Kepler-238 f,Transit,2013,Kepler,50.4467417,
14022,Kepler-238 f,Transit,2013,Kepler,50.4454,
14023,Kepler-238 f,Transit,2013,Kepler,50.4473156,
14024,Kepler-238 f,Transit,2013,Kepler,50.44727195,
14025,Kepler-238 f,Transit,2013,Kepler,50.44723062,
14026,Kepler-238 f,Transit,2013,Kepler,,
14027,Kepler-239 b,Transit,2014,Kepler,11.76305946,
14028,Kepler-239 b,Transit,2014,Kepler,,
14029,Kepler-239 b,Transit,2014,Kepler,11.763051,
14030,Kepler-239 b,Transit,2014,Kepler,11.76305837,
14031,Kepler-239 b,Transit,2014,Kepler,11.76305946,
14032,Kepler-239 b,Transit,2014,Kepler,11.76305946,
14033,Kepler-239 b,Transit,2014,Kepler,11.76307164,
14034,Kepler-239 b,Transit,2014,Kepler,11.763057,
14035,Kepler-239 b,Transit,2014,Kepler,11.76309726,
14036,Kepler-239 b,Transit,2014,Kepler,11.76305946,
14037,Kepler-239 c,Transit,2014,Kepler,56.228098,
14038,Kepler-239 c,Transit,2014,Kepler,,
14039,Kepler-239 c,Transit,2014,Kepler,56.2279271,
14040,Kepler-239 c,Transit,2014,Kepler,56.22807856,
14041,Kepler-239 c,Transit,2014,Kepler,56.22809598,
14042,Kepler-239 c,Transit,2014,Kepler,56.22794,
14043,Kepler-239 c,Transit,2014,Kepler,56.2279697,
14044,Kepler-239 c,Transit,2014,Kepler,56.2279697,
14045,Kepler-239 c,Transit,2014,Kepler,56.2279697,
14046,Kepler-239 c,Transit,2014,Kepler,56.2279697,
14047,Kepler-24 b,Transit,2011,Kepler,8.14518217,
14048,Kepler-24 b,Transit,2011,Kepler,8.14511872,
14049,Kepler-24 b,Transit,2011,Kepler,8.145,33.3
14050,Kepler-24 b,Transit,2011,Kepler,8.145035,
14051,Kepler-24 b,Transit,2011,Kepler,8.1453,508.5
