loc_rowid,pl_name,discoverymethod,disc_year,disc_facility,pl_orbper,pl_bmasse
4015,KELT-6 b,Transit,2014,KELT,7.8457,165.2716
4016,KELT-6 b,Transit,2014,KELT,7.8455821,141
4017,KELT-6 b,Transit,2014,KELT,7.8457,136.661
4018,KELT-6 c,Radial Velocity,2015,Multiple Observatories,1276,1179.1493
4019,KELT-7 b,Transit,2015,KELT,2.73478,
4020,KELT-7 b,Transit,2015,KELT,2.73477,441.7837
4021,KELT-7 b,Transit,2015,KELT,2.7347749,406.8224
4022,KELT-8 b,Transit,2015,KELT,3.24406,272.69814
4023,KELT-8 b,Transit,2015,KELT,3.24406,275.55861
4024,KELT-8 b,Transit,2015,KELT,3.24406,209.7678
4025,KELT-8 b,Transit,2015,KELT,3.2440796,
4026,KELT-9 b,Transit,2017,KELT-North,,775.5052
4027,KELT-9 b,Transit,2017,KELT-North,1.4811235,915.3504
4028,KIC 10001893 b,Orbital Brightness Modulation,2014,Kepler,0.2197,
4029,KIC 10001893 c,Orbital Brightness Modulation,2014,Kepler,0.32528,
4030,KIC 10001893 d,Orbital Brightness Modulation,2014,Kepler,0.81161,
4031,KIC 10525077 b,Transit,2015,Kepler,854.083,
4032,KIC 3558849 b,Transit,2015,Kepler,1322.3,
4033,KIC 5095269 b,Eclipse Timing Variations,2017,Kepler,237.68977,2445.06619
4034,KIC 5437945 b,Transit,2015,Kepler,440.786134,
4035,KIC 5437945 b,Transit,2015,Kepler,440.7843755,
4036,KIC 5437945 b,Transit,2015,Kepler,440.786134,
4037,KIC 5437945 b,Transit,2015,Kepler,440.786134,
4038,KIC 5437945 b,Transit,2015,Kepler,440.7813,
4039,KIC 5437945 b,Transit,2015,Kepler,440.786134,
4040,KIC 5951458 b,Transit,2015,Kepler,1320.1,
4041,KIC 7917485 b,Pulsation Timing Variations,2016,Kepler,840,3750.394
4042,KIC 8540376 b,Transit,2015,Kepler,31.8099,
4043,KIC 8540376 c,Transit,2015,Kepler,75.2,
4044,KIC 9663113 b,Transit,2015,Kepler,572.3979,
4045,KIC 9663113 b,Transit,2015,Kepler,572.376632,
4046,KIC 9663113 b,Transit,2015,Kepler,572.383277,
4047,KIC 9663113 b,Transit,2015,Kepler,572.3847,
4048,KIC 9663113 b,Transit,2015,Kepler,,
4049,KIC 9663113 b,Transit,2015,Kepler,572.383277,
4050,KMT-2016-BLG-0212L b,Microlensing,2018,KMTNet,,10.9
4051,KMT-2016-BLG-0212L b,Microlensing,2018,KMTNet,,6.3
4052,KMT-2016-BLG-0212L b,Microlensing,2018,KMTNet,,5.8
4053,KMT-2016-BLG-0212L b,Microlensing,2018,KMTNet,,5700
4054,KMT-2016-BLG-1107L b,Microlensing,2019,KMTNet,,1043
4055,KMT-2016-BLG-1107L b,Microlensing,2019,KMTNet,,29
4056,KMT-2016-BLG-1397L b,Microlensing,2018,KMTNet,,
4057,KMT-2016-BLG-1397L b,Microlensing,2018,KMTNet,,2200
4058,KMT-2016-BLG-1820L b,Microlensing,2018,KMTNet,,1450
4059,KMT-2016-BLG-1836L b,Microlensing,2019,KMTNet,,700
4060,KMT-2016-BLG-1836L b,Microlensing,2019,KMTNet,,730
4061,KMT-2016-BLG-1836L b,Microlensing,2019,KMTNet,,700
4062,KMT-2016-BLG-1836L b,Microlensing,2019,KMTNet,,730
4063,KMT-2016-BLG-1836L b,Microlensing,2019,KMTNet,,700
4064,KMT-2016-BLG-1836L b,Microlensing,2019,KMTNet,,700
4065,KMT-2016-BLG-1836L b,Microlensing,2019,KMTNet,,700
4066,KMT-2016-BLG-2142L b,Microlensing,2018,KMTNet,,
4067,KMT-2016-BLG-2142L b,Microlensing,2018,KMTNet,,4923
4068,KMT-2017-BLG-0165L b,Microlensing,2018,KMTNet,,
4069,KMT-2017-BLG-0165L b,Microlensing,2018,KMTNet,,34
4070,KMT-2017-BLG-1038L b,Microlensing,2019,KMTNet,,760
4071,KMT-2017-BLG-1038L b,Microlensing,2019,KMTNet,,640
4072,KMT-2017-BLG-1146L b,Microlensing,2019,KMTNet,,230
4073,KMT-2017-BLG-1146L b,Microlensing,2019,KMTNet,,270
4074,KMT-2018-BLG-0029L b,Microlensing,2020,KMTNet,,7.59
4075,KMT-2018-BLG-0029L b,Microlensing,2020,KMTNet,,8.69
4076,KMT-2018-BLG-1292L b,Microlensing,2020,KMTNet,,1400
4077,KMT-2018-BLG-1292L b,Microlensing,2020,KMTNet,,
4078,KMT-2018-BLG-1292L b,Microlensing,2020,KMTNet,,1570
4079,KMT-2018-BLG-1990L b,Microlensing,2019,KMTNet,,126
4080,KMT-2018-BLG-1990L b,Microlensing,2019,KMTNet,,103
4081,KMT-2018-BLG-1990L b,Microlensing,2019,KMTNet,,180
4082,KMT-2018-BLG-1990L b,Microlensing,2019,KMTNet,,106
4083,KMT-2018-BLG-1990L b,Microlensing,2019,KMTNet,,192
4084,KMT-2018-BLG-1990L b,Microlensing,2019,KMTNet,,206
4085,KMT-2018-BLG-1990L b,Microlensing,2019,KMTNet,,101
4086,KMT-2018-BLG-1990L b,Microlensing,2019,KMTNet,,293
4087,KMT-2018-BLG-1990L b,Microlensing,2019,KMTNet,,189
4088,KMT-2018-BLG-1990L b,Microlensing,2019,KMTNet,,180
4089,KMT-2018-BLG-1990L b,Microlensing,2019,KMTNet,,111
4090,KMT-2019-BLG-1339L b,Microlensing,2020,KMTNet,,397.2875
4091,KMT-2019-BLG-1953L b,Microlensing,2020,KMTNet,,203.4112
4092,KOI-12 b,Transit,2015,Kepler,17.8552333,3178.3
4093,KOI-12 b,Transit,2015,Kepler,17.85522584,
4094,KOI-12 b,Transit,2015,Kepler,17.855149,
4095,KOI-12 b,Transit,2015,Kepler,17.8552197,
4096,KOI-12 b,Transit,2015,Kepler,17.85522168,
4097,KOI-12 b,Transit,2015,Kepler,17.85523009,
4098,KOI-12 b,Transit,2015,Kepler,17.8552197,
4099,KOI-12 b,Transit,2015,Kepler,,
4100,KOI-12 b,Transit,2015,Kepler,17.855182,349.613
4101,KOI-12 b,Transit,2015,Kepler,17.85523,1690.8556
4102,KOI-12 b,Transit,2015,Kepler,17.8552197,
4103,KOI-12 b,Transit,2015,Kepler,17.8552197,
4104,KOI-1257 b,Transit,2014,Kepler,86.64767898,
4105,KOI-1257 b,Transit,2014,Kepler,86.647661,460.83
4106,KOI-1257 b,Transit,2014,Kepler,86.64764448,
4107,KOI-1257 b,Transit,2014,Kepler,86.64763676,
4108,KOI-1257 b,Transit,2014,Kepler,86.64763676,
4109,KOI-1257 b,Transit,2014,Kepler,86.64774,
4110,KOI-1257 b,Transit,2014,Kepler,86.64763676,
4111,KOI-1257 b,Transit,2014,Kepler,86.64766384,
4112,KOI-1257 b,Transit,2014,Kepler,86.64763676,
4113,KOI-13 b,Transit,2011,Kepler,1.76358799,2070.66245
4114,KOI-13 b,Transit,2011,Kepler,1.7635877,
4115,KOI-13 b,Transit,2011,Kepler,,
4116,KOI-13 b,Transit,2011,Kepler,1.76358757,
4117,KOI-13 b,Transit,2011,Kepler,1.76358757,
4118,KOI-13 b,Transit,2011,Kepler,1.76358747,
4119,KOI-13 b,Transit,2011,Kepler,1.76358757,
4120,KOI-13 b,Transit,2011,Kepler,1.76358803,
4121,KOI-13 b,Transit,2011,Kepler,,2637.88
4122,KOI-13 b,Transit,2011,Kepler,1.763589,
4123,KOI-13 b,Transit,2011,Kepler,1.7637,2923.9
4124,KOI-13 b,Transit,2011,Kepler,1.76358757,
4125,KOI-13 b,Transit,2011,Kepler,1.76358757,
4126,KOI-13 b,Transit,2011,Kepler,1.7635877,
4127,KOI-13 b,Transit,2011,Kepler,1.76358754,
4128,KOI-13 b,Transit,2011,Kepler,1.763588,2949.4624
4129,KOI-13 b,Transit,2011,Kepler,1.7635892,
4130,KOI-142 b,Transit,2013,Kepler,10.95307834,
4131,KOI-142 b,Transit,2013,Kepler,,
4132,KOI-142 b,Transit,2013,Kepler,10.95416,8.7
4133,KOI-142 b,Transit,2013,Kepler,10.91647,9.5
4134,KOI-142 b,Transit,2013,Kepler,10.91610834,
4135,KOI-142 b,Transit,2013,Kepler,10.91610834,
4136,KOI-142 b,Transit,2013,Kepler,10.916386,
4137,KOI-142 c,Transit,2013,Kepler,22.3395,198.8
4138,KOI-142 c,Transit,2013,Kepler,22.26492,214.1
4139,KOI-1599.01,Transit,2019,Kepler,20.41724,
4140,KOI-1599.01,Transit,2019,Kepler,20.4074846,
4141,KOI-1599.01,Transit,2019,Kepler,20.40857074,
4142,KOI-1599.01,Transit,2019,Kepler,20.4415,4.6
4143,KOI-1599.01,Transit,2019,Kepler,20.4071345,
4144,KOI-1599.01,Transit,2019,Kepler,20.4071345,
4145,KOI-1599.01,Transit,2019,Kepler,20.4071345,
4146,KOI-1599.02,Transit,2019,Kepler,13.6088,9
4147,KOI-1599.02,Transit,2019,Kepler,13.6163456,
4148,KOI-1599.02,Transit,2019,Kepler,13.6164547,
4149,KOI-1599.02,Transit,2019,Kepler,13.6141,
4150,KOI-1599.02,Transit,2019,Kepler,13.6163456,
4151,KOI-1599.02,Transit,2019,Kepler,13.6163456,
4152,KOI-1783.01,Transit,2020,Kepler,134.4786723,
4153,KOI-1783.01,Transit,2020,Kepler,134.4786723,
4154,KOI-1783.01,Transit,2020,Kepler,134.4628,71
4155,KOI-1783.01,Transit,2020,Kepler,134.4785088,
4156,KOI-1783.01,Transit,2020,Kepler,134.4786723,
4157,KOI-1783.01,Transit,2020,Kepler,134.47972,
4158,KOI-1783.01,Transit,2020,Kepler,134.4785189,
4159,KOI-1783.02,Transit,2020,Kepler,284.060953,
4160,KOI-1783.02,Transit,2020,Kepler,284.0730982,
4161,KOI-1783.02,Transit,2020,Kepler,284.060953,
4162,KOI-1783.02,Transit,2020,Kepler,284.060953,
4163,KOI-1783.02,Transit,2020,Kepler,284.0423,
4164,KOI-1783.02,Transit,2020,Kepler,284.215,15
4165,KOI-1783.02,Transit,2020,Kepler,284.063137,
4166,KOI-217 b,Transit,2010,Kepler,3.90508168,
4167,KOI-217 b,Transit,2010,Kepler,3.90508198,
4168,KOI-217 b,Transit,2010,Kepler,3.9050824,
4169,KOI-217 b,Transit,2010,Kepler,3.90508194,
4170,KOI-217 b,Transit,2010,Kepler,3.905081,
4171,KOI-217 b,Transit,2010,Kepler,,
4172,KOI-217 b,Transit,2010,Kepler,3.90512,
4173,KOI-217 b,Transit,2010,Kepler,3.90508198,
4174,KOI-217 b,Transit,2010,Kepler,3.90508198,
4175,KOI-217 b,Transit,2010,Kepler,3.90508198,
4176,KOI-351 b,Transit,2013,Kepler,7.008151,
4177,KOI-351 b,Transit,2013,Kepler,7.00828076,
4178,KOI-351 b,Transit,2013,Kepler,7.00828076,
4179,KOI-351 b,Transit,2013,Kepler,7.008233,
4180,KOI-351 b,Transit,2013,Kepler,7.00823498,
4181,KOI-351 b,Transit,2013,Kepler,,
4182,KOI-351 b,Transit,2013,Kepler,7.00821787,
4183,KOI-351 c,Transit,2013,Kepler,8.71980135,
4184,KOI-351 c,Transit,2013,Kepler,8.71982853,
4185,KOI-351 c,Transit,2013,Kepler,8.71989,
4186,KOI-351 c,Transit,2013,Kepler,8.719375,
4187,KOI-351 c,Transit,2013,Kepler,8.71982853,
4188,KOI-351 c,Transit,2013,Kepler,,
4189,KOI-351 c,Transit,2013,Kepler,8.71975915,
4190,KOI-351 d,Transit,2013,Kepler,59.7370348,
4191,KOI-351 d,Transit,2013,Kepler,59.73716,
4192,KOI-351 d,Transit,2013,Kepler,59.73667,
4193,KOI-351 d,Transit,2013,Kepler,59.73721246,
4194,KOI-351 d,Transit,2013,Kepler,,
4195,KOI-351 d,Transit,2013,Kepler,59.7370348,
4196,KOI-351 d,Transit,2013,Kepler,59.7371443,
4197,KOI-351 d,Transit,2013,Kepler,59.7367919,
4198,KOI-351 e,Transit,2013,Kepler,91.93913,
4199,KOI-351 e,Transit,2013,Kepler,91.9404603,
4200,KOI-351 e,Transit,2013,Kepler,91.93933735,
4201,KOI-351 e,Transit,2013,Kepler,91.9401253,
4202,KOI-351 e,Transit,2013,Kepler,91.93984249,
4203,KOI-351 e,Transit,2013,Kepler,91.94069,
4204,KOI-351 e,Transit,2013,Kepler,91.9404603,
4205,KOI-351 e,Transit,2013,Kepler,,
4206,KOI-351 f,Transit,2013,Kepler,124.922516,
4207,KOI-351 f,Transit,2013,Kepler,,
4208,KOI-351 f,Transit,2013,Kepler,124.916337,
4209,KOI-351 f,Transit,2013,Kepler,124.916337,
4210,KOI-351 f,Transit,2013,Kepler,124.9134973,
4211,KOI-351 f,Transit,2013,Kepler,124.9144,
4212,KOI-351 g,Transit,2013,Kepler,210.60697,
4213,KOI-351 g,Transit,2013,Kepler,210.603,254.264
4214,KOI-351 g,Transit,2013,Kepler,210.5935133,
4215,KOI-351 g,Transit,2013,Kepler,,
4216,KOI-351 g,Transit,2013,Kepler,210.5933407,
4217,KOI-351 g,Transit,2013,Kepler,210.6031105,
4218,KOI-351 g,Transit,2013,Kepler,210.59659,
4219,KOI-351 g,Transit,2013,Kepler,210.6013843,
4220,KOI-351 g,Transit,2013,Kepler,210.6031105,
4221,KOI-351 h,Transit,2013,Kepler,331.643,
4222,KOI-351 h,Transit,2013,Kepler,331.6011081,
4223,KOI-351 h,Transit,2013,Kepler,331.6011081,
4224,KOI-351 h,Transit,2013,Kepler,331.6011081,
4225,KOI-351 h,Transit,2013,Kepler,331.60059,
4226,KOI-351 h,Transit,2013,Kepler,,
4227,KOI-351 h,Transit,2013,Kepler,331.601,381.396
4228,KOI-351 h,Transit,2013,Kepler,331.6011081,
4229,KOI-351 h,Transit,2013,Kepler,331.5972732,
4230,KOI-3680 b,Transit,2018,Kepler,141.241671,613.4119
4231,KOI-3680 b,Transit,2018,Kepler,141.2416467,
4232,KOI-3680 b,Transit,2018,Kepler,141.2415405,
4233,KOI-3680 b,Transit,2018,Kepler,141.2416467,
4234,KOI-3680 b,Transit,2018,Kepler,141.241743,
4235,KOI-3680 b,Transit,2018,Kepler,141.2416467,
4236,KOI-55 b,Orbital Brightness Modulation,2011,Kepler,0.240104,0.44
4237,KOI-55 c,Orbital Brightness Modulation,2011,Kepler,0.342887,0.655
4238,KOI-94 b,Transit,2013,Kepler,3.743208,10.5
4239,KOI-94 b,Transit,2013,Kepler,3.74317556,
4240,KOI-94 b,Transit,2013,Kepler,3.74317556,
4241,KOI-94 b,Transit,2013,Kepler,3.74317556,
4242,KOI-94 b,Transit,2013,Kepler,3.743245,
4243,KOI-94 b,Transit,2013,Kepler,3.74316673,
4244,KOI-94 b,Transit,2013,Kepler,3.74316827,
4245,KOI-94 b,Transit,2013,Kepler,3.74312602,
4246,KOI-94 b,Transit,2013,Kepler,3.74317556,
4247,KOI-94 b,Transit,2013,Kepler,,
4248,KOI-94 c,Transit,2013,Kepler,10.423707,
4249,KOI-94 c,Transit,2013,Kepler,10.424,7.8
4250,KOI-94 c,Transit,2013,Kepler,10.42367777,
4251,KOI-94 c,Transit,2013,Kepler,10.42368297,
4252,KOI-94 c,Transit,2013,Kepler,10.4236892,9.4
4253,KOI-94 c,Transit,2013,Kepler,10.423648,15.6
4254,KOI-94 c,Transit,2013,Kepler,10.42367777,
4255,KOI-94 c,Transit,2013,Kepler,10.42363688,
4256,KOI-94 c,Transit,2013,Kepler,,
4257,KOI-94 c,Transit,2013,Kepler,10.42367744,
4258,KOI-94 c,Transit,2013,Kepler,10.42367777,
4259,KOI-94 c,Transit,2013,Kepler,10.42367777,
4260,KOI-94 d,Transit,2013,Kepler,22.3429704,52.1
4261,KOI-94 d,Transit,2013,Kepler,,
4262,KOI-94 d,Transit,2013,Kepler,22.34296958,
4263,KOI-94 d,Transit,2013,Kepler,22.34296949,
4264,KOI-94 d,Transit,2013,Kepler,22.342971,
4265,KOI-94 d,Transit,2013,Kepler,22.34296958,
4266,KOI-94 d,Transit,2013,Kepler,22.342989,106
4267,KOI-94 d,Transit,2013,Kepler,22.34296483,
4268,KOI-94 d,Transit,2013,Kepler,22.343001,
4269,KOI-94 d,Transit,2013,Kepler,22.343,58.4
4270,KOI-94 d,Transit,2013,Kepler,22.34296958,
4271,KOI-94 d,Transit,2013,Kepler,22.34297117,
4272,KOI-94 d,Transit,2013,Kepler,22.34296958,
4273,KOI-94 e,Transit,2013,Kepler,54.31996151,
4274,KOI-94 e,Transit,2013,Kepler,54.31998605,
4275,KOI-94 e,Transit,2013,Kepler,,
4276,KOI-94 e,Transit,2013,Kepler,54.31993,
4277,KOI-94 e,Transit,2013,Kepler,54.31998605,
4278,KOI-94 e,Transit,2013,Kepler,54.31998605,
4279,KOI-94 e,Transit,2013,Kepler,54.319832,13
4280,KOI-94 e,Transit,2013,Kepler,54.3199815,
4281,KOI-94 e,Transit,2013,Kepler,54.32009167,
4282,KOI-94 e,Transit,2013,Kepler,54.31998605,
4283,KOI-94 e,Transit,2013,Kepler,54.32031,35
4284,KPS-1 b,Transit,2018,Acton Sky Portal Observatory,1.706291,346.4347
4285,Kapteyn c,Radial Velocity,2014,Multiple Observatories,121.54,7
4286,Kepler-10 b,Transit,2011,Kepler,0.83749133,
4287,Kepler-10 b,Transit,2011,Kepler,0.8374908,
4288,Kepler-10 b,Transit,2011,Kepler,0.83749133,
4289,Kepler-10 b,Transit,2011,Kepler,0.83749128,
4290,Kepler-10 b,Transit,2011,Kepler,0.837501,3.24
4291,Kepler-10 b,Transit,2011,Kepler,0.83749122,
4292,Kepler-10 b,Transit,2011,Kepler,0.83749133,
4293,Kepler-10 b,Transit,2011,Kepler,,
4294,Kepler-10 b,Transit,2011,Kepler,0.837491,4.60853
4295,Kepler-10 b,Transit,2011,Kepler,0.837495,4.56
4296,Kepler-10 b,Transit,2011,Kepler,0.837,3.57
4297,Kepler-10 b,Transit,2011,Kepler,0.8374907,3.33
4298,Kepler-10 b,Transit,2011,Kepler,0.8374912,4.6
4299,Kepler-10 b,Transit,2011,Kepler,0.8374907,3.72
4300,Kepler-10 b,Transit,2011,Kepler,,
4301,Kepler-10 b,Transit,2011,Kepler,0.83749133,
4302,Kepler-10 b,Transit,2011,Kepler,0.83749026,
4303,Kepler-10 b,Transit,2011,Kepler,0.83749149,
4304,Kepler-10 c,Transit,2011,Kepler,45.29485,20
4305,Kepler-10 c,Transit,2011,Kepler,,
4306,Kepler-10 c,Transit,2011,Kepler,45.294292,
4307,Kepler-10 c,Transit,2011,Kepler,45.29427,
4308,Kepler-10 c,Transit,2011,Kepler,45.2941835,
4309,Kepler-10 c,Transit,2011,Kepler,45.29431717,
4310,Kepler-10 c,Transit,2011,Kepler,45.29431717,
4311,Kepler-10 c,Transit,2011,Kepler,45.29422297,
4312,Kepler-10 c,Transit,2011,Kepler,45.2946,7.37
4313,Kepler-10 c,Transit,2011,Kepler,45.294314,
4314,Kepler-10 c,Transit,2011,Kepler,45.29431717,
4315,Kepler-10 c,Transit,2011,Kepler,45.29431717,
4316,Kepler-10 c,Transit,2011,Kepler,45.294301,13.98
4317,Kepler-10 c,Transit,2011,Kepler,45.294301,17.2
4318,Kepler-10 c,Transit,2011,Kepler,45.29430079,
4319,Kepler-10 c,Transit,2011,Kepler,45.29406,
4320,Kepler-100 b,Transit,2014,Kepler,6.88701386,
4321,Kepler-100 b,Transit,2014,Kepler,6.88706037,
4322,Kepler-100 b,Transit,2014,Kepler,6.88705,7.34
4323,Kepler-100 b,Transit,2014,Kepler,6.88734443,
4324,Kepler-100 b,Transit,2014,Kepler,6.887037,
4325,Kepler-100 b,Transit,2014,Kepler,,
4326,Kepler-100 b,Transit,2014,Kepler,6.88706037,
4327,Kepler-100 b,Transit,2014,Kepler,6.88707073,
4328,Kepler-100 b,Transit,2014,Kepler,6.88706037,
4329,Kepler-100 b,Transit,2014,Kepler,6.887099,
4330,Kepler-100 b,Transit,2014,Kepler,6.88706037,
4331,Kepler-100 c,Transit,2014,Kepler,12.81588378,
4332,Kepler-100 c,Transit,2014,Kepler,12.81587113,
4333,Kepler-100 c,Transit,2014,Kepler,12.81586397,
4334,Kepler-100 c,Transit,2014,Kepler,12.81588378,
4335,Kepler-100 c,Transit,2014,Kepler,12.8159,7.05
4336,Kepler-100 c,Transit,2014,Kepler,,
4337,Kepler-100 c,Transit,2014,Kepler,12.815735,
4338,Kepler-100 c,Transit,2014,Kepler,12.81590421,
4339,Kepler-100 c,Transit,2014,Kepler,12.815909,
4340,Kepler-100 c,Transit,2014,Kepler,12.81588378,
4341,Kepler-100 c,Transit,2014,Kepler,12.81588378,
4342,Kepler-100 d,Transit,2014,Kepler,35.3330866,
4343,Kepler-100 d,Transit,2014,Kepler,35.33314,
4344,Kepler-100 d,Transit,2014,Kepler,35.33358967,
4345,Kepler-100 d,Transit,2014,Kepler,35.33221177,
4346,Kepler-100 d,Transit,2014,Kepler,35.33313,
4347,Kepler-100 d,Transit,2014,Kepler,35.3331932,
4348,Kepler-100 d,Transit,2014,Kepler,35.3330866,
4349,Kepler-100 d,Transit,2014,Kepler,35.3330866,
4350,Kepler-100 d,Transit,2014,Kepler,35.3331,3
4351,Kepler-100 d,Transit,2014,Kepler,35.3330866,
4352,Kepler-100 d,Transit,2014,Kepler,,
4353,Kepler-1000 b,Transit,2016,Kepler,120.0181272,
4354,Kepler-1000 b,Transit,2016,Kepler,120.0181272,
4355,Kepler-1000 b,Transit,2016,Kepler,120.0183551,
4356,Kepler-1000 b,Transit,2016,Kepler,120.0181272,
4357,Kepler-1000 b,Transit,2016,Kepler,,
4358,Kepler-1000 b,Transit,2016,Kepler,120.019,
4359,Kepler-1000 b,Transit,2016,Kepler,120.0186265,
4360,Kepler-1000 b,Transit,2016,Kepler,120.0181272,
4361,Kepler-1000 b,Transit,2016,Kepler,120.0191845,
4362,Kepler-1001 b,Transit,2016,Kepler,14.30511983,
4363,Kepler-1001 b,Transit,2016,Kepler,14.30511983,
4364,Kepler-1001 b,Transit,2016,Kepler,14.30511983,
4365,Kepler-1001 b,Transit,2016,Kepler,14.30512269,
4366,Kepler-1001 b,Transit,2016,Kepler,14.30511863,
4367,Kepler-1001 b,Transit,2016,Kepler,14.3052,
4368,Kepler-1001 b,Transit,2016,Kepler,,
4369,Kepler-1001 b,Transit,2016,Kepler,14.30517579,
4370,Kepler-1001 b,Transit,2016,Kepler,14.30511983,
4371,Kepler-1001 c,Transit,2020,Kepler,9.18186435,
4372,Kepler-1001 c,Transit,2020,Kepler,9.18189122,
4373,Kepler-1001 c,Transit,2020,Kepler,9.18186,
4374,Kepler-1001 c,Transit,2020,Kepler,9.18186,
4375,Kepler-1001 c,Transit,2020,Kepler,9.18186435,
4376,Kepler-1001 c,Transit,2020,Kepler,9.18186435,
4377,Kepler-1002 b,Transit,2016,Kepler,4.336491,
4378,Kepler-1002 b,Transit,2016,Kepler,4.33642556,
4379,Kepler-1002 b,Transit,2016,Kepler,4.33643506,
4380,Kepler-1002 b,Transit,2016,Kepler,4.33642933,
4381,Kepler-1002 b,Transit,2016,Kepler,4.33642933,
4382,Kepler-1002 b,Transit,2016,Kepler,4.33642165,
4383,Kepler-1002 b,Transit,2016,Kepler,4.33642933,
4384,Kepler-1002 b,Transit,2016,Kepler,4.33642933,
4385,Kepler-1003 b,Transit,2016,Kepler,3.55485634,
4386,Kepler-1003 b,Transit,2016,Kepler,3.55485691,
4387,Kepler-1003 b,Transit,2016,Kepler,3.55485691,
4388,Kepler-1003 b,Transit,2016,Kepler,3.55485675,
4389,Kepler-1003 b,Transit,2016,Kepler,3.55485691,
4390,Kepler-1003 b,Transit,2016,Kepler,,
4391,Kepler-1003 b,Transit,2016,Kepler,3.55485691,
4392,Kepler-1003 b,Transit,2016,Kepler,3.554901,
4393,Kepler-1003 b,Transit,2016,Kepler,3.55486178,
4394,Kepler-1004 b,Transit,2016,Kepler,5.28790754,
4395,Kepler-1004 b,Transit,2016,Kepler,5.28789787,
4396,Kepler-1004 b,Transit,2016,Kepler,5.28789787,
4397,Kepler-1004 b,Transit,2016,Kepler,5.28789787,
4398,Kepler-1004 b,Transit,2016,Kepler,5.28785367,
4399,Kepler-1004 b,Transit,2016,Kepler,5.28788991,
4400,Kepler-1004 b,Transit,2016,Kepler,,
4401,Kepler-1004 b,Transit,2016,Kepler,5.28789787,
4402,Kepler-1004 b,Transit,2016,Kepler,5.288016,
4403,Kepler-1005 b,Transit,2016,Kepler,6.4980147,
4404,Kepler-1005 b,Transit,2016,Kepler,6.49801525,
4405,Kepler-1005 b,Transit,2016,Kepler,6.49801525,
4406,Kepler-1005 b,Transit,2016,Kepler,6.498013,
4407,Kepler-1005 b,Transit,2016,Kepler,6.49801525,
4408,Kepler-1005 b,Transit,2016,Kepler,6.49802255,
4409,Kepler-1005 b,Transit,2016,Kepler,6.49804884,
4410,Kepler-1005 b,Transit,2016,Kepler,,
4411,Kepler-1005 b,Transit,2016,Kepler,6.49801525,
4412,Kepler-1006 b,Transit,2016,Kepler,19.76172042,
4413,Kepler-1006 b,Transit,2016,Kepler,19.76172042,
4414,Kepler-1006 b,Transit,2016,Kepler,19.76172042,
4415,Kepler-1006 b,Transit,2016,Kepler,19.76169247,
4416,Kepler-1006 b,Transit,2016,Kepler,,
4417,Kepler-1006 b,Transit,2016,Kepler,19.76172042,
4418,Kepler-1006 b,Transit,2016,Kepler,19.76185973,
4419,Kepler-1006 b,Transit,2016,Kepler,19.76176209,
4420,Kepler-1006 b,Transit,2016,Kepler,19.76191,
4421,Kepler-1007 b,Transit,2016,Kepler,5.18498961,
4422,Kepler-1007 b,Transit,2016,Kepler,5.18500207,
4423,Kepler-1007 b,Transit,2016,Kepler,5.18500207,
4424,Kepler-1007 b,Transit,2016,Kepler,5.18500207,
4425,Kepler-1007 b,Transit,2016,Kepler,5.18498,
4426,Kepler-1007 b,Transit,2016,Kepler,5.18503596,
4427,Kepler-1007 b,Transit,2016,Kepler,5.1849998,
4428,Kepler-1007 b,Transit,2016,Kepler,5.18500207,
4429,Kepler-1008 b,Transit,2016,Kepler,12.43929428,
4430,Kepler-1008 b,Transit,2016,Kepler,12.43931193,
4431,Kepler-1008 b,Transit,2016,Kepler,12.43931193,
4432,Kepler-1008 b,Transit,2016,Kepler,12.43931193,
4433,Kepler-1008 b,Transit,2016,Kepler,,
4434,Kepler-1008 b,Transit,2016,Kepler,12.43931336,
4435,Kepler-1008 b,Transit,2016,Kepler,12.43931689,
4436,Kepler-1008 b,Transit,2016,Kepler,12.43931193,
4437,Kepler-1008 b,Transit,2016,Kepler,12.439517,
4438,Kepler-1009 b,Transit,2016,Kepler,11.35011832,
4439,Kepler-1009 b,Transit,2016,Kepler,11.35011917,
4440,Kepler-1009 b,Transit,2016,Kepler,,
4441,Kepler-1009 b,Transit,2016,Kepler,11.35011917,
4442,Kepler-1009 b,Transit,2016,Kepler,11.35008767,
4443,Kepler-1009 b,Transit,2016,Kepler,11.35011917,
4444,Kepler-1009 b,Transit,2016,Kepler,11.35011917,
4445,Kepler-1009 b,Transit,2016,Kepler,11.350106,
4446,Kepler-1009 b,Transit,2016,Kepler,11.35010642,
4447,Kepler-101 b,Transit,2014,Kepler,3.48768943,
4448,Kepler-101 b,Transit,2014,Kepler,3.48768943,
4449,Kepler-101 b,Transit,2014,Kepler,,
4450,Kepler-101 b,Transit,2014,Kepler,3.48768878,
4451,Kepler-101 b,Transit,2014,Kepler,3.48768943,
4452,Kepler-101 b,Transit,2014,Kepler,3.4876878,
4453,Kepler-101 b,Transit,2014,Kepler,3.48768943,
4454,Kepler-101 b,Transit,2014,Kepler,3.48768863,
4455,Kepler-101 b,Transit,2014,Kepler,3.4876812,51.1
4456,Kepler-101 b,Transit,2014,Kepler,3.487691,
4457,Kepler-101 c,Transit,2014,Kepler,6.02977241,
4458,Kepler-101 c,Transit,2014,Kepler,6.02979518,
