|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
|4FGL J1644.8-2154c|16 44 53.5|-21 54 38|    4.4044e-10|          7.7986e-11|                5.6272|PowerLaw        |2FGL J1645.7-2148c |PMN J1644-2156              |           048|
|4FGL J0806.9-2151 |08 06 57.7|-21 51 05|    1.9130e-10|          2.4075e-11|                5.7795|PowerLaw        |                   |TXS 0804-217                |           000|
|4FGL J1838.3-2148 |18 38 22.9|-21 48 45|    2.9573e-10|          6.0732e-11|                5.3075|PowerLaw        |                   |1RXS J183818.2-214857       |           000|
|4FGL J1803.1-2148 |18 03 07.9|-21 48 32|    1.2308e-08|          4.8117e-10|               33.1430|PLSuperExpCutoff|3FGL J1803.1-2147  |PSR J1803-2149              |           000|
|4FGL J2331.0-2147 |23 31 03.2|-21 47 43|    1.0011e-09|          6.3449e-11|               26.1619|LogParabola     |3FGL J2330.8-2144  |PMN J2331-2148              |           000|
|4FGL J1306.7-2148 |13 06 47.7|-21 48 34|    4.7200e-10|          5.0326e-11|               12.9647|PowerLaw        |3FGL J1306.8-2146  |PKS 1304-215                |           000|
|4FGL J1944.9-2143 |19 44 55.1|-21 43 18|    9.0446e-10|          6.0570e-11|               26.5765|PowerLaw        |                   |1RXS J194455.3-214318       |           000|
|4FGL J1159.3-2142 |11 59 22.4|-21 42 14|    1.4339e-09|          7.3735e-11|               33.4911|LogParabola     |3FGL J1159.2-2141  |PMN J1159-2142              |           000|
|4FGL J1759.7-2141 |17 59 44.0|-21 41 50|    2.4907e-09|          2.1126e-10|               14.2016|LogParabola     |3FGL J1759.6-2141  |NVSS J175946-214231         |           000|
|4FGL J1804.7-2144e|18 04 45.8|-21 44 06|    8.5284e-09|          1.0308e-09|               13.0063|PowerLaw        |3FGL J1805.6-2136e |HESS J1804-216              |           004|
|4FGL J0118.9-2141 |01 18 54.1|-21 41 41|    3.0499e-09|          9.7466e-11|               58.2410|LogParabola     |3FGL J0118.8-2142  |PKS 0116-219                |           000|
|4FGL J1909.7-2140 |19 09 42.5|-21 40 28|    3.2888e-10|          4.9548e-11|                7.6683|PowerLaw        |                   |TXS 1906-217                |           000|
|4FGL J1449.6-2137 |14 49 41.3|-21 37 38|    1.9266e-10|          3.8625e-11|                5.4305|PowerLaw        |                   |PKS B1446-214               |           000|
|4FGL J1003.6-2137 |10 03 38.7|-21 37 52|    8.5737e-11|          3.0564e-11|                5.0584|PowerLaw        |                   |1RXS J100342.0-213752       |           000|
|4FGL J0917.1-2131 |09 17 07.8|-21 31 31|    1.3570e-10|          3.6470e-11|                4.5415|PowerLaw        |                   |PKS 0915-213                |           000|
|4FGL J2134.5-2130 |21 34 33.9|-21 30 10|    7.7686e-10|          5.3311e-11|               23.8087|PowerLaw        |3FGL J2134.5-2131  |NVSS J213430-213032         |           000|
|4FGL J0130.4-2129 |01 30 29.4|-21 29 59|    1.3246e-10|          2.8088e-11|                6.4970|PowerLaw        |                   |2MASS J01302573-2128389     |           000|
|4FGL J1805.6-2136e|18 05 38.0|-21 36 42|    8.2730e-09|          1.2857e-09|                6.1297|LogParabola     |3FGL J1805.6-2136e |W 30                        |           020|
|4FGL J1806.2-2126 |18 06 16.1|-21 26 02|    7.2806e-09|          6.2923e-10|               11.6673|LogParabola     |                   |PSR J1806-2125              |           016|
|4FGL J0340.5-2118 |03 40 35.4|-21 18 57|    8.9610e-10|          5.2743e-11|               30.3778|PowerLaw        |3FGL J0340.5-2119  |PKS 0338-214                |           000|
|4FGL J2329.7-2118 |23 29 45.0|-21 18 13|    3.3965e-10|          4.6182e-11|                9.6515|PowerLaw        |                   |PKS 2327-215                |           016|
|4FGL J0056.4-2118 |00 56 28.9|-21 18 10|    9.4887e-10|          6.0303e-11|               29.5387|LogParabola     |3FGL J0056.3-2116  |PMN J0056-2117              |           000|
|4FGL J1151.6-2115 |11 51 40.9|-21 15 05|    1.6514e-10|          3.3839e-11|                6.9005|PowerLaw        |                   |NVSS J115140-211345         |           000|
|4FGL J2103.2-2114 |21 03 16.0|-21 14 31|    1.6690e-10|          3.3662e-11|                6.1069|PowerLaw        |                   |NVSS J210312-211216         |           000|
|4FGL J0936.3-2111 |09 36 21.8|-21 11 51|    2.3796e-10|          3.9007e-11|               11.5651|LogParabola     |3FGL J0936.3-2114  |TXS 0933-209                |           000|
|4FGL J0117.8-2109 |01 17 49.0|-21 09 28|    7.0491e-10|          5.7789e-11|               18.1547|PowerLaw        |3FGL J0117.8-2113  |PKS 0115-214                |           000|
|4FGL J1304.9-2107 |13 04 54.3|-21 07 52|    3.0050e-10|          4.4523e-11|                8.7671|PowerLaw        |3FGL J1304.9-2109  |PKS B1302-208               |           000|
|4FGL J1923.5-2104 |19 23 30.3|-21 04 16|    2.2707e-09|          9.1681e-11|               43.3944|LogParabola     |3FGL J1923.5-2104  |TXS 1920-211                |           000|
|4FGL J1833.6-2103 |18 33 38.4|-21 03 27|    1.4291e-08|          2.1871e-10|              126.7859|LogParabola     |3FGL J1833.6-2103  |PKS 1830-211                |           000|
|4FGL J0912.9-2102 |09 12 54.6|-21 02 41|    9.8167e-10|          6.3176e-11|               27.9224|PowerLaw        |3FGL J0912.9-2104  |MRC 0910-208                |           000|
|4FGL J0349.8-2103 |03 49 52.8|-21 03 27|    1.0882e-09|          6.1626e-11|               35.8856|LogParabola     |3FGL J0349.9-2102  |PKS 0347-211                |           000|
|4FGL J1125.1-2101 |11 25 09.2|-21 01 39|    4.8478e-10|          4.7486e-11|               16.0346|PowerLaw        |3FGL J1125.0-2101  |PMN J1125-2100              |           000|
|4FGL J0610.2-2100 |06 10 13.8|-21 00 02|    1.1738e-09|          7.2503e-11|               25.7716|PLSuperExpCutoff|3FGL J0610.2-2059  |PSR J0610-2100              |           000|
|4FGL J1741.9-2054 |17 41 58.0|-20 54 02|    1.6747e-08|          2.6637e-10|              108.2546|PLSuperExpCutoff|3FGL J1741.9-2054  |PSR J1741-2054              |           000|
|4FGL J2138.8-2055 |21 38 49.6|-20 55 29|    1.3784e-10|          3.0556e-11|                7.9585|PowerLaw        |2FGL J2139.1-2054  |1RXS J213852.9-205354       |           000|
|4FGL J1341.8-2053 |13 41 50.6|-20 53 24|    3.0967e-10|          4.3684e-11|               10.4417|PowerLaw        |3FGL J1341.9-2053  |PKS B1339-206               |           000|
|4FGL J1035.3-2050 |10 35 19.0|-20 50 41|    1.8851e-10|          3.3968e-11|                6.9495|PowerLaw        |                   |2MASS J10351532-2050261     |           000|
|4FGL J1133.8-2048 |11 33 48.2|-20 48 40|    1.2571e-10|          3.1742e-11|                4.4961|PowerLaw        |                   |NVSS J113350-204852         |           000|
|4FGL J2359.3-2049 |23 59 20.6|-20 49 08|    3.2263e-10|          3.6378e-11|               13.9062|PowerLaw        |3FGL J2359.5-2052  |TXS 2356-210                |           000|
|4FGL J1514.6-2044 |15 14 38.9|-20 44 52|    2.8133e-10|          4.4550e-11|                7.3453|PowerLaw        |                   |PMN J1514-2043              |           000|
|4FGL J0324.8-2043 |03 24 52.6|-20 43 43|    1.0743e-10|          2.7424e-11|                5.3650|PowerLaw        |                   |NVSS J032451-204324         |           000|
|4FGL J1608.0-2038 |16 08 05.5|-20 38 30|    5.1361e-10|          5.7834e-11|               11.9766|PowerLaw        |3FGL J1607.9-2040  |NVSS J160756-203942         |           000|
|4FGL J0033.3-2040 |00 33 23.0|-20 40 03|    6.9357e-11|          2.4111e-11|                4.3559|PowerLaw        |                   |RBS 0075                    |           000|
|4FGL J0401.9-2034 |04 01 56.8|-20 34 49|    6.5159e-10|          4.7415e-11|               23.2257|PowerLaw        |                   |PMN J0401-2034              |           000|
|4FGL J0928.1-2035 |09 28 11.5|-20 35 50|    3.6695e-10|          4.0126e-11|               13.5629|PowerLaw        |3FGL J0927.9-2037  |PKS 0925-203                |           000|
|4FGL J0553.5-2034 |05 53 33.8|-20 34 40|    7.3246e-10|          5.7607e-11|               22.2396|LogParabola     |3FGL J0553.5-2036  |NVSS J055333-203417         |           000|
|4FGL J1030.6-2028 |10 30 39.1|-20 28 43|    4.7858e-10|          4.6736e-11|               17.4992|PowerLaw        |3FGL J1030.4-2030  |NVSS J103040-203032         |           000|
|4FGL J1710.1-2030 |17 10 10.5|-20 30 24|    4.4918e-10|          7.5627e-11|                6.7016|LogParabola     |1FGL J1709.8-2026  |TXS 1707-204                |           000|
|4FGL J1714.0-2029 |17 14 05.4|-20 29 08|    2.5368e-10|          5.5628e-11|                9.4569|PowerLaw        |3FGL J1714.1-2029  |1RXS J171405.2-202747       |           000|
|4FGL J0942.7-2028 |09 42 45.7|-20 28 31|    1.9742e-10|          3.4668e-11|                7.4081|PowerLaw        |                   |1RXS J094237.9-202720       |           000|
|4FGL J1855.8-2028 |18 55 54.0|-20 28 10|    2.0310e-10|          4.7034e-11|                4.5089|PowerLaw        |                   |PMN J1855-2027              |           000|
|4FGL J2232.6-2023 |22 32 41.4|-20 23 27|    1.8773e-10|          3.4406e-11|                8.2262|PowerLaw        |3FGL J2232.9-2021  |NVSS J223248-202226         |           000|
|4FGL J1748.9-2021 |17 48 55.8|-20 21 21|    2.0393e-09|          1.3970e-10|               17.6161|LogParabola     |3FGL J1748.9-2021  |NGC 6440                    |           000|
|4FGL J0836.5-2026 |08 36 31.4|-20 26 51|    1.7382e-10|          4.0385e-11|               11.1861|LogParabola     |3FGL J0836.5-2020  |PKS 0834-20                 |           000|
|4FGL J0434.1-2014 |04 34 07.0|-20 14 40|    3.3749e-10|          3.8625e-11|               12.4436|PowerLaw        |3FGL J0434.0-2010  |TXS 0431-203                |           000|
|4FGL J2325.2-2010 |23 25 13.8|-20 10 29|    1.7035e-10|          3.2128e-11|                8.4498|PowerLaw        |                   |NVSS J232520-201213         |           000|
|4FGL J2256.6-2011 |22 56 41.5|-20 11 55|    8.4210e-10|          5.3470e-11|               26.9973|PowerLaw        |3FGL J2256.7-2011  |PKS 2254-204                |           000|
|4FGL J1656.9-2010 |16 56 57.8|-20 10 34|    7.9453e-10|          6.8213e-11|               18.7776|PowerLaw        |3FGL J1656.8-2010  |NVSS J165655-201056         |           000|
|4FGL J0525.6-2008 |05 25 40.3|-20 08 42|    1.9013e-10|          3.2241e-11|                7.4798|PowerLaw        |3FGL J0525.8-2014  |PMN J0525-2010              |           000|
|4FGL J1911.2-2006 |19 11 13.9|-20 06 49|    4.2009e-09|          1.1998e-10|               63.4081|LogParabola     |3FGL J1911.2-2006  |PKS B1908-201               |           000|
|4FGL J1843.8-2011 |18 43 50.2|-20 11 46|    5.3862e-10|          8.2957e-11|                7.4586|LogParabola     |                   |NVSS J184339-200606         |           000|
|4FGL J0601.8-2003 |06 01 53.5|-20 03 32|    2.3550e-10|          3.8051e-11|                8.8894|PowerLaw        |                   |PMN J0601-2004              |           000|
|4FGL J0102.7-2001 |01 02 46.4|-20 01 50|    5.7602e-11|          2.0688e-11|                5.3191|PowerLaw        |                   |PMN J0102-2001              |           000|
|4FGL J0629.3-1959 |06 29 23.5|-20 00 00|    2.0221e-09|          9.0750e-11|               38.1934|LogParabola     |3FGL J0629.4-1959  |PKS 0627-199                |           000|
|4FGL J1238.3-1959 |12 38 22.5|-19 59 40|    6.3830e-10|          5.0376e-11|               19.1798|PowerLaw        |3FGL J1238.2-1958  |PMN J1238-1959              |           000|
|4FGL J1445.2-1954 |14 45 13.2|-19 54 05|    1.6056e-10|          3.7813e-11|                4.4415|PowerLaw        |                   |NVSS J144511-195853         |           256|
|4FGL J1337.9-1956 |13 37 57.2|-19 56 42|    1.3602e-10|          3.4545e-11|                4.0159|PowerLaw        |                   |PMN J1337-1958              |          4096|
|4FGL J1037.0-1954 |10 37 05.3|-19 54 17|    9.9521e-11|          3.1144e-11|                4.0840|PowerLaw        |                   |1RXS J103657.5-195432       |           000|
|4FGL J0054.8-1954 |00 54 48.9|-19 54 43|    1.0361e-10|          2.6398e-11|                4.2291|PowerLaw        |                   |TXS 0052-201                |           000|
|4FGL J0807.3-1954 |08 07 21.0|-19 54 58|    1.6116e-10|          2.2803e-11|                4.5594|PowerLaw        |                   |NVSS J080722-195218         |           000|
|4FGL J0702.7-1951 |07 02 42.7|-19 51 06|    2.1721e-09|          1.0567e-10|               33.6459|LogParabola     |3FGL J0702.7-1952  |TXS 0700-197                |           000|
|4FGL J0857.9-1949 |08 57 57.9|-19 49 03|    6.2901e-10|          5.5242e-11|               17.4430|PowerLaw        |3FGL J0858.1-1951  |PKS 0855-19                 |           000|
|4FGL J1808.8-1949c|18 08 50.4|-19 49 48|    1.4831e-09|          3.3309e-10|                4.1818|PowerLaw        |3FGL J1808.5-1952  |2MS-GC01                    |           056|
|4FGL J1720.8-1937 |17 20 50.2|-19 37 56|    3.4583e-10|          6.5662e-11|                5.3983|PowerLaw        |                   |PSR J1721-1936              |           000|
|4FGL J0508.2-1937 |05 08 13.5|-19 37 05|    2.5193e-10|          4.1453e-11|                7.9889|LogParabola     |3FGL J0508.2-1936  |PMN J0508-1936              |           000|
|4FGL J1707.1-1931 |17 07 07.7|-19 31 39|    5.2439e-10|          7.7183e-11|                8.2638|LogParabola     |                   |PMN J1706-1932              |           000|
|4FGL J1602.9-1928 |16 02 54.6|-19 28 12|    3.7011e-10|          5.1649e-11|                9.0781|PowerLaw        |3FGL J1602.8-1924  |PMN J1602-1929              |           000|
|4FGL J0003.3-1928 |00 03 23.2|-19 28 03|    4.0165e-10|          4.4222e-11|               14.5502|LogParabola     |                   |PKS 0000-197                |           000|
|4FGL J1811.5-1925 |18 11 32.8|-19 25 39|    1.0007e-09|          2.6277e-10|                4.6906|PowerLaw        |3FGL J1811.3-1927c |PSR J1811-1925              |           016|
|4FGL J1113.6-1920 |11 13 37.2|-19 20 09|    1.5164e-10|          3.3776e-11|                4.9348|PowerLaw        |                   |NVSS J111348-192252         |           000|
|4FGL J1214.6-1926 |12 14 40.8|-19 26 53|    2.0201e-10|          4.6026e-11|                5.5360|LogParabola     |3FGL J1215.9-1926  |PKS B1211-190               |          2052|
|4FGL J0033.5-1921 |00 33 34.9|-19 21 33|    2.7880e-09|          9.4217e-11|               67.0899|LogParabola     |3FGL J0033.6-1921  |KUV 00311-1938              |           000|
|4FGL J1917.7-1921 |19 17 45.2|-19 21 46|    3.4569e-09|          1.0134e-10|               63.0202|PowerLaw        |3FGL J1917.7-1921  |1H 1914-194                 |           000|
|4FGL J1810.3-1925e|18 10 21.6|-19 25 48|    7.0792e-09|          6.7142e-10|                9.8771|LogParabola     |3FGL J1810.1-1910  |HESS J1809-193              |           546|
|4FGL J1048.0-1912 |10 48 01.0|-19 12 43|    1.2097e-10|          3.0169e-11|                4.6592|PowerLaw        |                   |PKS 1045-18                 |           000|
|4FGL J1613.3-1907 |16 13 23.5|-19 07 26|    2.3025e-10|          5.5420e-11|                4.7277|PowerLaw        |                   |2MASS J16132720-1908364     |           000|
|4FGL J1911.4-1908 |19 11 28.3|-19 08 58|    5.9534e-10|          6.1727e-11|               16.4831|PowerLaw        |3FGL J1911.4-1908  |PMN J1911-1908              |           000|
|4FGL J1705.6-1909 |17 05 36.2|-19 09 57|    5.9463e-10|          7.7777e-11|                8.8494|PLSuperExpCutoff|                   |PSR J1705-1906              |          2048|
