|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
|4FGL J2321.9+2734 |23 21 58.1|+27 34 18|    6.9304e-10|          5.1992e-11|               20.6684|PowerLaw        |3FGL J2321.9+2732  |4C +27.50                   |           000|
|4FGL J0746.5+2730 |07 46 30.6|+27 30 55|    1.9819e-10|          3.3993e-11|                8.3665|PowerLaw        |                   |OI 272                      |           000|
|4FGL J0402.0+2737 |04 02 02.9|+27 37 13|    1.4044e-10|          3.5913e-11|                4.2333|PowerLaw        |                   |87GB 035856.9+272842        |           000|
|4FGL J2043.7+2741 |20 43 43.9|+27 41 37|    1.2185e-09|          8.2641e-11|               21.7980|PLSuperExpCutoff|3FGL J2043.8+2741  |PSR J2043+2740              |           000|
|4FGL J1947.7+2744 |19 47 43.6|+27 44 01|    1.2000e-09|          1.2739e-10|               10.7268|LogParabola     |                   |PWN G63.7+1.1               |           004|
|4FGL J1539.6+2743 |15 39 36.5|+27 43 40|    6.5890e-10|          4.6706e-11|               23.9003|PowerLaw        |3FGL J1539.5+2746  |MG2 J153938+2744            |           000|
|4FGL J1449.5+2746 |14 49 34.9|+27 46 07|    5.1180e-11|          1.7474e-11|                5.1501|PowerLaw        |                   |B2 1447+27                  |           000|
|4FGL J0819.0+2746 |08 19 03.3|+27 46 38|    2.8724e-10|          3.8353e-11|               10.4367|PowerLaw        |3FGL J0818.8+2751  |5C 07.119                   |           000|
|4FGL J1849.4+2745 |18 49 25.0|+27 45 15|    4.3460e-10|          4.8428e-11|               11.3466|PowerLaw        |3FGL J1849.5+2751  |MG2 J184929+2748            |           000|
|4FGL J0440.8+2749 |04 40 52.9|+27 49 55|    7.8168e-10|          6.8301e-11|               17.8866|PowerLaw        |3FGL J0440.8+2751  |B2 0437+27B                 |           004|
|4FGL J1045.3+2751 |10 45 21.7|+27 51 05|    1.2669e-10|          2.9290e-11|                6.5330|PowerLaw        |                   |NVSS J104516+275136         |           004|
|4FGL J0638.7+2753 |06 38 45.3|+27 53 25|    1.1604e-10|          3.3747e-11|                5.0140|PowerLaw        |                   |RX J0638.6+2751             |           000|
|4FGL J0832.2+2753 |08 32 17.4|+27 53 36|    1.2453e-10|          2.8783e-11|                4.7009|PowerLaw        |                   |OJ 250                      |           000|
|4FGL J0854.0+2753 |08 54 03.7|+27 53 02|    3.9337e-11|          1.8642e-11|                4.5862|PowerLaw        |                   |SDSS J085410.16+275421.7    |           000|
|4FGL J0540.3+2756e|05 40 24.0|+27 56 24|    6.9373e-09|          3.4011e-10|               23.0539|LogParabola     |3FGL J0540.3+2756e |Sim 147                     |           004|
|4FGL J0912.2+2800 |09 12 16.6|+28 00 59|    9.8484e-11|          2.7710e-11|                6.6996|PowerLaw        |3FGL J0912.4+2800  |RX J0912.2+2759             |           000|
|4FGL J2212.6+2800 |22 12 40.5|+28 00 31|    4.8913e-10|          4.6216e-11|               15.4167|PowerLaw        |3FGL J2212.6+2801  |MG3 J221240+2759            |           000|
|4FGL J0611.6+2803 |06 11 41.7|+28 03 22|    4.7141e-10|          6.6331e-11|                8.6956|PowerLaw        |3FGL J0611.7+2759  |GB6 J0611+2803              |           000|
|4FGL J0731.9+2805 |07 31 55.4|+28 05 18|    1.3808e-10|          3.0555e-11|                5.5942|PowerLaw        |                   |RGB J0731+280               |           000|
|4FGL J1800.1+2812 |18 00 07.2|+28 12 12|    1.7399e-10|          3.5954e-11|                7.6919|PowerLaw        |                   |NVSS J180002+281050         |           004|
|4FGL J1106.0+2813 |11 06 00.5|+28 13 31|    7.7419e-10|          4.9133e-11|               27.8450|PowerLaw        |3FGL J1105.9+2814  |MG2 J110606+2812            |           000|
|4FGL J2220.5+2813 |22 20 34.1|+28 13 56|    2.4658e-10|          3.8562e-11|                9.2698|PowerLaw        |3FGL J2220.3+2812  |RX J2220.4+2814             |           000|
|4FGL J1221.5+2814 |12 21 30.8|+28 14 18|    3.2815e-09|          9.0307e-11|               76.8246|PowerLaw        |3FGL J1221.4+2814  |W Comae                     |           000|
|4FGL J0818.4+2816 |08 18 25.8|+28 16 26|    2.3636e-10|          3.6615e-11|                9.1874|PowerLaw        |                   |GB6 J0818+2813              |           000|
|4FGL J0924.0+2816 |09 24 01.2|+28 16 32|    3.6886e-10|          3.7658e-11|               16.6719|PowerLaw        |3FGL J0924.0+2816  |B2 0920+28                  |           000|
|4FGL J1925.0+2815 |19 25 04.4|+28 15 51|    6.7191e-10|          6.3366e-11|               17.1942|PowerLaw        |3FGL J1924.9+2817  |NVSS J192502+281542         |           000|
|4FGL J0653.7+2815 |06 53 42.8|+28 15 54|    6.2794e-10|          5.6532e-11|               17.5945|LogParabola     |3FGL J0653.6+2817  |GB6 J0653+2816              |           000|
|4FGL J1058.6+2817 |10 58 36.1|+28 17 12|    4.4052e-10|          4.0576e-11|               16.7067|PowerLaw        |                   |GB6 J1058+2817              |           000|
|4FGL J1410.4+2820 |14 10 29.5|+28 20 31|    2.5549e-10|          3.3346e-11|               10.7550|PowerLaw        |3FGL J1410.4+2821  |RX J1410.4+2821             |           000|
|4FGL J0812.6+2821 |08 12 37.5|+28 21 27|    1.7518e-10|          3.1562e-11|                7.7963|PowerLaw        |                   |RX J0812.5+2820             |           000|
|4FGL J1149.1+2819 |11 49 06.5|+28 19 49|    1.3560e-10|          2.9099e-11|                5.8240|PowerLaw        |3FGL J1149.1+2815  |7C 1146+2841                |           000|
|4FGL J1612.2+2828 |16 12 15.1|+28 28 23|    1.1159e-10|          2.8259e-11|                4.7689|PowerLaw        |                   |TXS 1610+285                |           000|
|4FGL J1807.1+2822 |18 07 10.5|+28 22 03|    1.6491e-10|          3.5761e-11|                4.8826|PowerLaw        |                   |PSR J1806+28                |           016|
|4FGL J2236.3+2828 |22 36 23.1|+28 29 00|    4.7340e-09|          1.1336e-10|               91.0674|LogParabola     |3FGL J2236.3+2829  |B2 2234+28A                 |           000|
|4FGL J2114.8+2831 |21 14 52.0|+28 31 20|    2.4351e-10|          4.5699e-11|                6.5695|PowerLaw        |                   |B2 2112+28B                 |           000|
|4FGL J0852.2+2834 |08 52 16.0|+28 34 26|    2.0028e-10|          3.1778e-11|                8.6646|PowerLaw        |                   |B2 0849+28                  |           000|
|4FGL J1954.3+2836 |19 54 20.5|+28 36 09|    1.4950e-08|          2.8973e-10|               79.6916|PLSuperExpCutoff|3FGL J1954.2+2836  |PSR J1954+2836              |           000|
|4FGL J1152.1+2837 |11 52 07.4|+28 37 45|    1.1000e-10|          3.0392e-11|                6.3753|PowerLaw        |                   |GB6 J1152+2837              |           000|
|4FGL J0524.5+2839 |05 24 30.7|+28 39 26|    7.5319e-10|          7.0980e-11|               16.7998|PowerLaw        |3FGL J0524.4+2839  |NVSS J052429+283918         |           000|
|4FGL J0429.8+2843 |04 29 49.9|+28 43 09|    8.9981e-10|          7.6817e-11|               16.5688|PowerLaw        |3FGL J0429.8+2843  |MG2 J042948+2843            |           000|
|4FGL J0942.3+2842 |09 42 19.3|+28 42 33|    1.2394e-10|          2.8432e-11|                6.5506|PowerLaw        |                   |NVSS J094223+284413         |           000|
|4FGL J1958.7+2846 |19 58 42.3|+28 46 13|    1.5464e-08|          2.8606e-10|               84.4218|PLSuperExpCutoff|3FGL J1958.6+2845  |PSR J1958+2846              |           512|
|4FGL J1231.7+2847 |12 31 44.4|+28 47 30|    1.8684e-09|          6.9538e-11|               52.4690|PowerLaw        |3FGL J1231.7+2847  |B2 1229+29                  |           000|
|4FGL J1753.7+2847 |17 53 44.0|+28 47 48|    1.5595e-10|          3.3444e-11|                5.0479|PowerLaw        |                   |B2 1751+28                  |           000|
|4FGL J0237.8+2848 |02 37 53.7|+28 48 16|    1.0621e-08|          1.6295e-10|              154.8250|LogParabola     |3FGL J0237.9+2848  |4C +28.07                   |           000|
|4FGL J1351.9+2847 |13 51 59.0|+28 47 47|    9.5222e-11|          2.4477e-11|                4.5993|PowerLaw        |                   |FIRST J135154.4+285007      |           000|
|4FGL J1910.8+2856 |19 10 51.7|+28 56 36|    2.8668e-10|          4.6871e-11|               10.9978|PowerLaw        |3FGL J1910.8+2855  |NVSS J191052+285621         |           000|
|4FGL J1023.2+2859 |10 23 16.6|+28 59 03|    1.4973e-10|          2.9837e-11|                6.9211|PowerLaw        |                   |TXS 1020+292                |           000|
|4FGL J0723.5+2900 |07 23 32.4|+29 00 27|    1.4676e-10|          3.2585e-11|                5.9955|PowerLaw        |3FGL J0724.1+2857  |GB6 J0723+2859              |           004|
|4FGL J0433.6+2905 |04 33 38.6|+29 05 51|    3.0297e-09|          1.1956e-10|               44.1298|LogParabola     |3FGL J0433.6+2905  |MG2 J043337+2905            |           000|
|4FGL J1841.3+2909 |18 41 22.6|+29 09 10|    3.5600e-10|          5.0843e-11|               13.4744|PowerLaw        |3FGL J1841.2+2910  |MG3 J184126+2910            |           000|
|4FGL J1647.5+2911 |16 47 32.0|+29 11 01|    1.9574e-10|          3.0328e-11|                8.4233|PowerLaw        |                   |B2 1645+29                  |           000|
|4FGL J1809.7+2910 |18 09 46.0|+29 10 15|    9.0163e-10|          6.1498e-11|               26.0214|LogParabola     |3FGL J1809.7+2909  |MG2 J180948+2910            |           000|
|4FGL J1001.1+2911 |10 01 10.5|+29 11 17|    7.2373e-10|          4.7693e-11|               26.1343|PowerLaw        |3FGL J1001.0+2913  |GB6 J1001+2911              |           000|
|4FGL J1159.5+2914 |11 59 32.2|+29 14 41|    1.1966e-08|          1.6833e-10|              183.7136|LogParabola     |3FGL J1159.5+2914  |Ton 599                     |           000|
|4FGL J1116.6+2915 |11 16 39.0|+29 15 31|    2.5542e-11|          1.3834e-11|                3.6637|PowerLaw        |                   |B2 1113+29                  |          4096|
|4FGL J0333.7+2916 |03 33 47.2|+29 16 16|    1.5211e-09|          8.1449e-11|               33.2971|LogParabola     |3FGL J0333.6+2916  |TXS 0330+291                |           000|
|4FGL J1424.1+2917 |14 24 07.1|+29 17 30|    5.7851e-11|          2.0194e-11|                4.5984|PowerLaw        |                   |NVSS J142408+291800         |           000|
|4FGL J1516.8+2918 |15 16 51.0|+29 18 44|    1.7608e-10|          3.1058e-11|                7.0238|PowerLaw        |                   |RGB J1516+293               |           000|
|4FGL J1751.6+2921 |17 51 36.9|+29 21 30|    3.0670e-10|          3.9717e-11|               10.3632|PowerLaw        |                   |MG2 J175143+2921            |           000|
|4FGL J2053.8+2922 |20 53 48.9|+29 22 09|    8.1231e-10|          7.4082e-11|               23.8659|LogParabola     |3FGL J2053.9+2922  |RX J2053.8+2923             |           000|
|4FGL J1952.8+2924 |19 52 52.2|+29 24 02|    1.5262e-09|          1.6769e-10|               10.0953|LogParabola     |3FGL J1951.6+2926  |SNR G065.7+01.2             |           000|
|4FGL J1253.8+2929 |12 53 52.3|+29 29 52|    8.4465e-11|          2.4458e-11|                4.3743|PowerLaw        |                   |FIRST J125405.0+292708      |           000|
|4FGL J1712.7+2932 |17 12 45.7|+29 32 40|    3.2104e-10|          3.8391e-11|               13.3442|PowerLaw        |3FGL J1712.6+2932  |RX J1712.8+2931             |           002|
|4FGL J1330.7+2933 |13 30 46.4|+29 33 13|    2.0950e-10|          3.1265e-11|                8.8622|PowerLaw        |                   |FIRST J133101.8+293216      |           000|
|4FGL J0915.9+2933 |09 15 56.7|+29 33 11|    2.1069e-09|          8.0634e-11|               54.4278|LogParabola     |3FGL J0915.8+2933  |Ton 0396                    |           000|
|4FGL J2115.4+2932 |21 15 29.7|+29 32 44|    3.0294e-09|          1.0102e-10|               54.2543|LogParabola     |3FGL J2115.4+2933  |B2 2113+29                  |           000|
|4FGL J0814.4+2941 |08 14 26.5|+29 41 09|    1.7478e-10|          3.6500e-11|                7.8571|PowerLaw        |3FGL J0814.5+2943  |RX J0814.4+2941             |           000|
|4FGL J1323.0+2941 |13 23 02.8|+29 41 14|    1.3509e-09|          6.0394e-11|               42.0143|PowerLaw        |3FGL J1323.0+2942  |4C +29.48                   |           000|
|4FGL J2241.3+2943 |22 41 22.1|+29 43 16|    2.1455e-10|          3.9110e-11|                8.8221|PowerLaw        |                   |1RXS J224123.5+294244       |           000|
|4FGL J2141.4+2947 |21 41 29.4|+29 47 04|    1.6163e-10|          3.6590e-11|                4.8581|PowerLaw        |                   |87GB 213913.0+293303        |           000|
|4FGL J0018.4+2946 |00 18 27.6|+29 46 45|    2.6334e-10|          3.6610e-11|               13.5724|PowerLaw        |3FGL J0018.4+2947  |RBS 0042                    |           000|
|4FGL J2201.5+2950 |22 01 35.0|+29 50 49|    1.5241e-10|          3.4772e-11|                4.7587|PowerLaw        |                   |RX J2201.3+2949             |           000|
|4FGL J0815.9+2951 |08 15 54.5|+29 51 46|    1.5320e-10|          3.4704e-11|                4.6670|PowerLaw        |                   |2MASX J08153642+2950218     |           016|
|4FGL J1814.4+2953 |18 14 27.6|+29 53 39|    1.7644e-10|          3.5557e-11|                5.4005|PowerLaw        |                   |B2 1811+29                  |           000|
|4FGL J2214.6+3000 |22 14 40.7|+30 00 22|    5.9245e-09|          1.3759e-10|               88.1492|PLSuperExpCutoff|3FGL J2214.6+3000  |PSR J2214+3000              |           512|
|4FGL J1023.8+3002 |10 23 50.6|+30 02 45|    1.3495e-10|          3.1070e-11|                7.3913|PowerLaw        |3FGL J1023.7+3000  |RX J1023.6+3001             |           000|
|4FGL J1706.8+3004 |17 06 53.4|+30 04 02|    1.3390e-10|          3.0834e-11|                5.0792|PowerLaw        |                   |87GB 170454.3+300758        |           000|
|4FGL J1217.9+3007 |12 17 54.3|+30 07 04|    1.0005e-08|          1.6857e-10|              134.9538|LogParabola     |3FGL J1217.8+3007  |B2 1215+30                  |           000|
|4FGL J1135.1+3014 |11 35 09.2|+30 14 04|    2.2861e-10|          3.2478e-11|                9.8300|PowerLaw        |                   |CRATES J113514+301001       |           000|
|4FGL J1221.3+3010 |12 21 22.8|+30 10 04|    3.2504e-09|          1.0578e-10|               69.2915|PowerLaw        |3FGL J1221.3+3010  |PG 1218+304                 |           000|
|4FGL J1102.9+3014 |11 02 57.6|+30 14 38|    9.1574e-11|          2.2717e-11|                6.5184|PowerLaw        |                   |B2 1100+30B                 |           000|
|4FGL J1316.5+3013 |13 16 34.7|+30 13 34|    8.6087e-11|          2.2709e-11|                4.5480|PowerLaw        |                   |RX J1316.9+3014             |           000|
|4FGL J1208.1+3017 |12 08 06.0|+30 17 24|    9.5886e-11|          2.6882e-11|                5.8795|PowerLaw        |                   |GB6 J1208+3015              |           000|
|4FGL J1532.0+3016 |15 32 03.8|+30 16 07|    4.3944e-10|          4.0206e-11|               17.8989|PowerLaw        |3FGL J1532.0+3018  |RX J1531.9+3016             |           000|
|4FGL J1237.0+3019 |12 37 00.8|+30 19 08|    4.4890e-11|          1.8790e-11|                5.0176|PowerLaw        |                   |RX J1237.0+3020             |           000|
|4FGL J0057.7+3023 |00 57 48.0|+30 23 49|    2.7457e-10|          3.8900e-11|                9.6308|PowerLaw        |                   |NGC 315                     |           000|
|4FGL J0449.6+3027 |04 49 40.5|+30 27 59|    2.3212e-10|          5.8335e-11|                4.0605|PowerLaw        |                   |MG2 J044950+3026            |           000|
|4FGL J2352.9+3031 |23 52 54.0|+30 31 12|    1.5307e-10|          3.2641e-11|                5.7848|PowerLaw        |                   |MG3 J235254+3030            |           004|
|4FGL J1331.0+3032 |13 31 01.1|+30 32 45|    1.6909e-10|          2.8663e-11|                7.6544|PowerLaw        |3FGL J1330.5+3023  |3C 286                      |           000|
|4FGL J1350.8+3033 |13 50 51.6|+30 33 32|    5.5166e-10|          4.2304e-11|               23.0235|PowerLaw        |3FGL J1350.8+3035  |B2 1348+30B                 |           000|
|4FGL J1129.5+3034 |11 29 31.3|+30 34 44|    1.7312e-10|          2.9669e-11|                7.5948|PowerLaw        |                   |87GB 112657.9+305242        |           000|
|4FGL J0411.7+3041 |04 11 47.1|+30 41 00|    1.8697e-10|          4.5390e-11|                4.1531|PowerLaw        |                   |GB6 J0411+3040              |           000|
|4FGL J0405.9+3041c|04 05 57.6|+30 41 33|    1.8126e-10|          4.5382e-11|                3.9820|PowerLaw        |                   |PSR J0406+30                |          4128|
|4FGL J0559.6+3044 |05 59 36.9|+30 44 50|    1.2962e-10|          3.4055e-11|                7.6555|LogParabola     |3FGL J0559.8+3042  |87GB 055627.1+304251        |           000|
|4FGL J0203.7+3042 |02 03 43.8|+30 42 50|    2.2532e-09|          8.4001e-11|               50.3439|LogParabola     |3FGL J0203.6+3043  |NVSS J020344+304238         |           000|
|4FGL J0623.2+3044 |06 23 17.5|+30 44 22|    5.1959e-10|          6.0829e-11|               14.4323|PowerLaw        |3FGL J0623.3+3043  |GB6 J0623+3045              |           000|
|4FGL J0501.7+3048 |05 01 43.5|+30 48 10|    3.0065e-10|          6.2648e-11|                8.2288|PowerLaw        |3FGL J0501.8+3046  |GB6 J0501+3048              |           000|
|4FGL J1602.2+3051 |16 02 14.9|+30 51 38|    1.4968e-10|          2.7475e-11|                6.9689|PowerLaw        |                   |RGB J1602+308               |           000|
|4FGL J2051.0+3049e|20 51 00.0|+30 49 48|    1.0273e-08|          2.5197e-10|               53.7765|LogParabola     |3FGL J2051.0+3040e |Cygnus Loop                 |           004|
|4FGL J2006.2+3102 |20 06 15.9|+31 02 41|    1.7053e-09|          1.4963e-10|               13.7694|PLSuperExpCutoff|                   |PSR J2006+3102              |           000|
|4FGL J2216.8+3103 |22 16 48.6|+31 03 32|    1.8921e-10|          3.7236e-11|                5.9454|PowerLaw        |                   |S3 2214+30                  |           000|
|4FGL J0909.7+3104 |09 09 47.4|+31 04 54|    1.2140e-10|          2.7461e-11|                5.8577|PowerLaw        |                   |B2 0906+31                  |           000|
|4FGL J1028.3+3108 |10 28 18.5|+31 08 20|    1.4207e-10|          2.7149e-11|                6.7430|PowerLaw        |                   |TXS 1025+313                |           004|
|4FGL J0554.1+3107 |05 54 11.5|+31 07 03|    3.1326e-09|          1.2026e-10|               39.1296|PLSuperExpCutoff|3FGL J0554.1+3104  |PSR J0554+3107              |           000|
|4FGL J1926.7+3027 |19 26 48.0|+30 27 56|    2.6558e-10|          7.1508e-11|                5.9485|LogParabola     |                   |SNR G065.3+05.7             |           001|
|4FGL J1928.8+3126 |19 28 52.7|+31 26 20|    2.3947e-10|          5.0196e-11|                4.8373|PowerLaw        |                   |SNR G065.3+05.7             |           000|
|4FGL J1937.0+3003 |19 37 04.9|+30 03 26|    2.8487e-10|          5.7882e-11|                5.0410|PowerLaw        |                   |SNR G065.2+05.7             |           001|
|4FGL J1446.3+3111 |14 46 21.8|+31 11 44|    1.6715e-10|          2.7522e-11|                8.8510|PowerLaw        |                   |MG2 J144640+3110            |           000|
|4FGL J1527.3+3117 |15 27 23.7|+31 17 56|    1.6986e-10|          3.3528e-11|                6.0233|PowerLaw        |                   |B2 1525+31                  |           000|
|4FGL J1702.6+3114 |17 02 40.8|+31 14 46|    3.1564e-10|          3.5902e-11|               14.4589|PowerLaw        |3FGL J1702.6+3116  |RX J1702.6+3115             |           000|
|4FGL J1250.8+3117 |12 50 53.2|+31 17 09|    2.1590e-10|          3.1236e-11|                9.6173|PowerLaw        |                   |NVSS J125051+311706         |           000|
|4FGL J2157.5+3127 |21 57 32.7|+31 27 19|    2.9650e-09|          9.7131e-11|               58.3026|LogParabola     |3FGL J2157.5+3126  |B2 2155+31                  |           000|
|4FGL J0925.7+3126 |09 25 46.9|+31 26 49|    2.6314e-10|          3.2035e-11|               11.9657|PowerLaw        |3FGL J0925.7+3129  |B2 0922+31B                 |           000|
|4FGL J1814.4+3132 |18 14 29.0|+31 32 37|    7.1956e-10|          7.9693e-11|               11.1559|LogParabola     |                   |PSR J1814+31                |           016|
|4FGL J2114.7+3130 |21 14 45.9|+31 30 14|    4.3310e-10|          5.0824e-11|               11.0048|PowerLaw        |3FGL J2114.7+3130  |B2 2112+31                  |           000|
|4FGL J2144.2+3132 |21 44 15.5|+31 32 45|    6.4841e-10|          5.2807e-11|               18.6300|PowerLaw        |3FGL J2144.2+3132  |MG3 J214415+3132            |           000|
|4FGL J1834.2+3136 |18 34 15.1|+31 36 13|    2.5074e-10|          4.9399e-11|                9.0235|PowerLaw        |                   |4C +31.51                   |           000|
|4FGL J1836.4+3137 |18 36 25.3|+31 37 05|    5.0346e-10|          5.4095e-11|               11.7392|PowerLaw        |3FGL J1836.3+3137  |RX J1836.2+3136             |           016|
|4FGL J2300.3+3136 |23 00 21.1|+31 36 44|    9.5579e-10|          6.2331e-11|               27.6536|LogParabola     |3FGL J2300.3+3136  |NVSS J230022+313703         |           000|
|4FGL J1522.1+3144 |15 22 10.9|+31 44 22|    1.1200e-08|          1.5457e-10|              180.7315|LogParabola     |3FGL J1522.1+3144  |B2 1520+31                  |           000|
|4FGL J1813.5+3144 |18 13 32.9|+31 44 59|    1.0033e-09|          7.3472e-11|               20.0816|PowerLaw        |3FGL J1813.6+3143  |B2 1811+31                  |           000|
|4FGL J1627.3+3148 |16 27 20.3|+31 48 50|    1.5806e-10|          3.3231e-11|                7.7242|PowerLaw        |                   |NVSS J162712+314954         |           000|
|4FGL J0303.2+3149 |03 03 14.0|+31 49 15|    2.5668e-10|          4.0835e-11|                7.4197|PowerLaw        |3FGL J0303.0+3150  |B2 0259+31                  |           000|
|4FGL J2023.2+3153 |20 23 17.5|+31 53 15|    6.6629e-10|          1.0931e-10|               10.2354|PowerLaw        |3FGL J2023.2+3154  |4C +31.56                   |           000|
|4FGL J0125.4+3200 |01 25 27.7|+32 00 31|    9.0386e-11|          2.8356e-11|                6.2163|PowerLaw        |                   |MG3 J012541+3152            |           020|
|4FGL J0818.7+3153 |08 18 46.9|+31 53 10|    1.1646e-10|          2.9429e-11|                4.9122|PowerLaw        |                   |B2 0815+32                  |           000|
|4FGL J1330.4+3157 |13 30 24.0|+31 57 47|    1.1562e-10|          2.5813e-11|                5.2909|PowerLaw        |                   |MG2 J132953+3153            |           000|
|4FGL J0409.4+3201 |04 09 27.6|+32 01 48|    3.0278e-10|          4.6886e-11|                9.4501|PowerLaw        |3FGL J0409.4+3158  |NVSS J040928+320245         |           000|
|4FGL J2024.0+3202 |20 24 03.7|+32 02 51|    4.9577e-10|          1.0320e-10|                5.8192|PowerLaw        |                   |MG2 J202410+3203            |           016|
|4FGL J2210.8+3203 |22 10 53.7|+32 03 12|    4.0293e-11|          1.9081e-11|                4.3190|PowerLaw        |                   |1RXS J221058.3+320327       |           000|
|4FGL J2321.9+3204 |23 21 54.7|+32 04 25|    3.3513e-09|          1.0217e-10|               63.1320|LogParabola     |3FGL J2321.9+3204  |B2 2319+31                  |           000|
|4FGL J0357.8+3204 |03 57 50.5|+32 05 00|    9.0440e-09|          1.6804e-10|              115.4683|PLSuperExpCutoff|3FGL J0357.9+3206  |PSR J0357+3205              |           000|
|4FGL J0740.9+3203 |07 40 56.0|+32 03 29|    1.8747e-10|          3.2981e-11|                6.8334|PowerLaw        |                   |LEDA 1979979                |           000|
|4FGL J1014.7+3210 |10 14 44.3|+32 10 24|    1.1360e-10|          2.6352e-11|                5.4550|PowerLaw        |                   |NVSS J101445+320725         |           000|
|4FGL J0112.8+3208 |01 12 53.4|+32 08 24|    2.7595e-09|          8.6928e-11|               67.6126|LogParabola     |3FGL J0112.8+3207  |4C +31.03                   |           000|
|4FGL J0344.2+3203c|03 44 17.2|+32 03 20|    7.2648e-10|          1.3902e-10|                8.2816|LogParabola     |                   |1RXS J034418.2+320903       |           304|
|4FGL J0040.9+3203 |00 40 57.4|+32 03 10|    1.3853e-10|          3.2009e-11|                4.5327|PowerLaw        |                   |TXS 0038+319                |           000|
|4FGL J1754.2+3212 |17 54 12.8|+32 12 03|    2.6631e-09|          8.8646e-11|               60.4521|LogParabola     |3FGL J1754.1+3212  |RX J1754.1+3212             |           000|
|4FGL J0205.2+3212 |02 05 14.1|+32 12 11|    7.0760e-10|          4.9876e-11|               24.9710|PowerLaw        |3FGL J0204.8+3212  |B2 0202+31                  |           000|
|4FGL J0014.9+3212 |00 14 54.4|+32 12 58|    3.5090e-10|          3.8539e-11|               14.6277|PowerLaw        |                   |3C 6                        |           000|
|4FGL J0253.5+3216 |02 53 31.9|+32 16 57|    3.3435e-10|          4.3048e-11|               10.3011|PowerLaw        |3FGL J0253.5+3216  |MG3 J025334+3217            |           000|
|4FGL J0336.4+3224 |03 36 24.4|+32 24 40|    4.5037e-10|          7.2547e-11|               15.0197|LogParabola     |3FGL J0336.5+3210  |NRAO 140                    |           256|
|4FGL J1841.8+3218 |18 41 48.7|+32 18 04|    4.8178e-10|          6.3663e-11|               17.7260|LogParabola     |3FGL J1841.7+3218  |RX J1841.7+3218             |           000|
|4FGL J1848.4+3217 |18 48 25.2|+32 17 42|    2.4252e-09|          1.0897e-10|               34.3564|LogParabola     |3FGL J1848.4+3216  |B2 1846+32A                 |           000|
|4FGL J1321.9+3219 |13 21 55.2|+32 19 53|    1.2267e-10|          2.7751e-11|                5.0866|PowerLaw        |                   |NVSS J132159+321903         |           002|
|4FGL J1310.5+3221 |13 10 31.8|+32 21 17|    2.4474e-09|          1.1816e-10|               29.9399|LogParabola     |3FGL J1310.6+3222  |OP 313                      |           000|
|4FGL J1643.0+3223 |16 43 02.0|+32 23 54|    1.7303e-10|          2.8509e-11|                8.1114|PowerLaw        |                   |NVSS J164301+322104         |           000|
|4FGL J1422.3+3223 |14 22 18.5|+32 23 28|    6.6612e-10|          4.4242e-11|               27.2478|PowerLaw        |3FGL J1422.4+3227  |OQ 334                      |           000|
|4FGL J0958.0+3222 |09 58 05.3|+32 22 08|    1.8737e-10|          2.8824e-11|               10.2746|PowerLaw        |                   |3C 232                      |           000|
|4FGL J1738.3+3228 |17 38 20.2|+32 28 56|    1.0776e-10|          2.6636e-11|                4.3304|PowerLaw        |                   |MG2 J173841+3224            |           000|
|4FGL J0741.0+3226 |07 41 02.5|+32 26 20|    5.2202e-11|          2.1860e-11|                5.2612|PowerLaw        |                   |NVSS J074054+322600         |           000|
|4FGL J0630.2+3228 |06 30 13.8|+32 28 05|    1.2450e-10|          3.8983e-11|                4.1182|PowerLaw        |                   |NVSS J063010+322608         |           000|
|4FGL J0818.8+3229 |08 18 49.2|+32 29 19|    1.3468e-10|          3.6134e-11|                4.3272|PowerLaw        |                   |RX J0818.9+3227             |           016|
|4FGL J0433.1+3227 |04 33 09.5|+32 27 41|    3.5331e-10|          5.6503e-11|               11.0934|PowerLaw        |3FGL J0433.1+3228  |NVSS J043307+322840         |           000|
|4FGL J1257.8+3228 |12 57 53.5|+32 28 20|    1.1131e-09|          5.8224e-11|               36.9717|LogParabola     |3FGL J1258.1+3233  |ON 393                      |           000|
|4FGL J1828.7+3230 |18 28 43.7|+32 30 48|    5.5885e-10|          5.7698e-11|               12.9362|LogParabola     |3FGL J1829.2+3229  |B2 1826+32D                 |           000|
|4FGL J1311.0+3233 |13 11 02.4|+32 33 23|    8.8518e-10|          1.0390e-10|               11.3856|LogParabola     |                   |RX J131058.8+323335         |           016|
|4FGL J2253.3+3233 |22 53 20.8|+32 33 30|    1.5095e-10|          3.4881e-11|                4.5059|PowerLaw        |                   |CRATES J225312+323615       |           000|
|4FGL J0220.2+3246 |02 20 17.5|+32 46 45|    1.4428e-10|          3.2962e-11|                5.8327|PowerLaw        |                   |CRATES J022048+324116       |           000|
|4FGL J2002.3+3246 |20 02 23.9|+32 46 44|    5.6933e-10|          1.0719e-10|                5.1440|PowerLaw        |                   |SNR G069.7+01.0             |           008|
|4FGL J0817.8+3243 |08 17 52.4|+32 43 25|    2.3181e-10|          4.0494e-11|                8.8680|PowerLaw        |2FGL J0817.9+3238  |RX J0817.9+3243             |           000|
